	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0001459	g9032.t1	Sp19g00322	wa7733.asm1v1.ann1.run1_009307_1, wa7733.asm1v1.ann1.run1_009307_2	Wa8730a004g006610_P001, Wa8730a004g006610_P002
OG0001460	g9066.t1	Sp19g00398	wa7733.asm1v1.ann1.run1_005685_1, wa7733.asm1v1.ann1.run1_005685_2	Wa8730a004g006330_P001, Wa8730a004g006330_P002
OG0001461	g16100.t1, g9077.t1	Sp03g01293, Sp19g00408	wa7733.asm1v1.ann1.run1_007463_1	Wa8730a003g008360_P001
OG0001462	g9094.t1	Sp19g00428	wa7733.asm1v1.ann1.run1_006594_1, wa7733.asm1v1.ann1.run1_007792_1	Wa8730a004g005820_P001, Wa8730a005g007270_P001
OG0001463	g9140.t1, g9142.t1	Sp19g00478, Sp19g00480	wa7733.asm1v1.ann1.run1_014076_1	Wa8730a004g005520_P001
OG0001464	g9148.t1	Sp02g00219, Sp04g00797, Sp16g00261, Sp19g00485		Wa8730a006g003520_P001
OG0001465	g15940.t1, g9198.t1	Sp11g00097, Sp20g00558	wa7733.asm1v1.ann1.run1_005625_1	Wa8730a017g000430_P001
OG0001466	g15955.t1, g9208.t1	Sp11g00079, Sp20g00566	wa7733.asm1v1.ann1.run1_008545_1	Wa8730a017g000060_P001
OG0001467	g9225.t1, g9226.t1	Sp20g00582, Sp20g00583	wa7733.asm1v1.ann1.run1_008558_1	Wa8730a017g000210_P001
OG0001468	g9229.t1, g9230.t1, g9231.t1	Sp20g00585	wa7733.asm1v1.ann1.run1_008557_1	Wa8730a017g000200_P001
OG0001469	g9244.t1, g9887.t1	Sp09g00674, Sp20g00601	wa7733.asm1v1.ann1.run1_013469_1	Wa8730a014g003460_P001
OG0001470	g12740.t1, g9250.t1, g9260.t1	Sp17g00412	wa7733.asm1v1.ann1.run1_009436_1	Wa8730a008g004610_P001
OG0001471	g9277.t1	Sp09g00009	wa7733.asm1v1.ann1.run1_004149_1, wa7733.asm1v1.ann1.run1_004149_2, wa7733.asm1v1.ann1.run1_004149_3	Wa8730a014g007550_P001
OG0001472	g17354.t1, g9293.t1	Sp02g00067, Sp09g00028	wa7733.asm1v1.ann1.run1_008117_1	Wa8730a002g010340_P001
OG0001473	g9299.t1	Sp09g00034	wa7733.asm1v1.ann1.run1_005388_1, wa7733.asm1v1.ann1.run1_005389_1	Wa8730a014g000120_P001, Wa8730a014g000130_P001
OG0001474	g17515.t1, g9320.t1	Sp02g00105, Sp09g00054	wa7733.asm1v1.ann1.run1_011805_1	Wa8730a002g010010_P001
OG0001475	g17487.t1, g9326.t1	Sp02g00133, Sp09g00062	wa7733.asm1v1.ann1.run1_004194_1	Wa8730a014g007080_P001
OG0001476	g12427.t1, g9327.t1	Sp09g00063, Sp14g00102	wa7733.asm1v1.ann1.run1_004193_1	Wa8730a014g007090_P001
OG0001477	g15909.t1, g9343.t1	Sp09g00079, Sp11g00127	wa7733.asm1v1.ann1.run1_004179_1	Wa8730a014g007210_P001
OG0001478	g12412.t1, g9349.t1	Sp09g00084, Sp14g00121	wa7733.asm1v1.ann1.run1_005170_1	Wa8730a013g005210_P001
OG0001479	g17434.t1, g9361.t1	Sp02g00186, Sp09g00096	wa7733.asm1v1.ann1.run1_004169_1	Wa8730a014g007340_P001
OG0001480	g17416.t1, g9367.t1	Sp02g00205, Sp09g00101	wa7733.asm1v1.ann1.run1_004220_1	Wa8730a014g006870_P001
OG0001481	g17555.t1, g9387.t1	Sp02g00270, Sp09g00128	wa7733.asm1v1.ann1.run1_004209_1	Wa8730a014g006960_P001
OG0001482	g17592.t1, g9400.t1	Sp02g00312, Sp09g00140	wa7733.asm1v1.ann1.run1_002042_1	Wa8730a002g008450_P001
OG0001483	g9406.t1	Sp09g00146	wa7733.asm1v1.ann1.run1_006969_1, wa7733.asm1v1.ann1.run1_006970_1	Wa8730a014g006590_P001, Wa8730a014g006600_P001
OG0001484	g9437.t1	Sp09g00178	wa7733.asm1v1.ann1.run1_004221_1, wa7733.asm1v1.ann1.run1_004221_2	Wa8730a014g006860_P001, Wa8730a014g006860_P002
OG0001485	g17893.t1, g9497.t1	Sp02g00627, Sp09g00239	wa7733.asm1v1.ann1.run1_001852_1	Wa8730a014g006010_P001
OG0001486	g12186.t1, g9541.t1	Sp09g00280, Sp14g00367	wa7733.asm1v1.ann1.run1_001838_1	Wa8730a014g005870_P001
OG0001487	g18034.t1, g9556.t1	Sp02g00771, Sp09g00298	wa7733.asm1v1.ann1.run1_001814_1	Wa8730a014g005660_P001
OG0001488	g9575.t1	Sp09g00318	wa7733.asm1v1.ann1.run1_001809_1, wa7733.asm1v1.ann1.run1_001809_2	Wa8730a014g005600_P001, Wa8730a014g005600_P002
OG0001489	g12116.t1, g9594.t1	Sp09g00337, Sp14g00440	wa7733.asm1v1.ann1.run1_001798_1	Wa8730a014g005490_P001
OG0001490	g9645.t1, g9646.t1	Sp09g00395, Sp09g00396	wa7733.asm1v1.ann1.run1_001780_1	Wa8730a014g005210_P001
OG0001491	g17968.t1, g18269.t1, g9659.t1	Sp02g00710, Sp09g00419, Sp13g00107		
OG0001492	g9660.t1	Sp09g00420	wa7733.asm1v1.ann1.run1_014465_1, wa7733.asm1v1.ann1.run1_014467_1	Wa8730a014g005040_P001, Wa8730a014g005060_P001
OG0001493	g18275.t1, g9662.t1	Sp09g00422, Sp13g00101	wa7733.asm1v1.ann1.run1_001503_1	Wa8730a002g003080_P001
OG0001494	g9677.t1	Sp09g00438	wa7733.asm1v1.ann1.run1_008064_1, wa7733.asm1v1.ann1.run1_008064_2	Wa8730a014g004930_P001, Wa8730a014g004930_P002
OG0001495	g19189.t1, g9686.t1	Sp09g00448, Sp09g00449, Sp15g00463	wa7733.asm1v1.ann1.run1_008077_1	
OG0001496	g18374.t1, g9701.t1	Sp09g00468, Sp13g00006	wa7733.asm1v1.ann1.run1_008087_1	Wa8730a014g004750_P001
OG0001497	g9764.t1	Sp09g00542	wa7733.asm1v1.ann1.run1_005851_1, wa7733.asm1v1.ann1.run1_005852_1	Wa8730a014g004280_P001, Wa8730a014g004290_P001
OG0001498	g9786.t1, g9787.t1	Sp09g00564, Sp09g00565	wa7733.asm1v1.ann1.run1_005870_1	Wa8730a014g004100_P001
OG0001499	g15763.t1, g9830.t1	Sp09g00617, Sp11g00322	wa7733.asm1v1.ann1.run1_000329_1	Wa8730a011g001770_P001
OG0001500	g9842.t1	Sp09g00630	wa7733.asm1v1.ann1.run1_007441_1, wa7733.asm1v1.ann1.run1_007442_1	Wa8730a014g003770_P001, Wa8730a014g003770_P002
OG0001501	g15722.t1, g9847.t1	Sp09g00633, Sp11g00355	wa7733.asm1v1.ann1.run1_000297_1	Wa8730a011g002140_P001
OG0001502	g16397.t1, g9888.t1	Sp03g00957, Sp09g00675	wa7733.asm1v1.ann1.run1_001933_1	Wa8730a003g006060_P001
OG0001503	g10370.t1, g9910.t1	Sp04g01467, Sp09g00698	wa7733.asm1v1.ann1.run1_004405_1	Wa8730a006g007110_P001
OG0001504	g9929.t1	Sp09g00721	wa7733.asm1v1.ann1.run1_004103_1, wa7733.asm1v1.ann1.run1_004103_2, wa7733.asm1v1.ann1.run1_004104_1	Wa8730a014g003090_P001
OG0001505	g10001.t1, g17169.t1	Sp03g00167, Sp09g01112	wa7733.asm1v1.ann1.run1_005368_1	Wa8730a014g000320_P001
OG0001506	g10012.t1, g17148.t1	Sp03g00190, Sp09g01101	wa7733.asm1v1.ann1.run1_013930_1	Wa8730a014g000500_P001
OG0001507	g10026.t1, g17097.t1	Sp03g00248, Sp09g01085	wa7733.asm1v1.ann1.run1_007378_1	Wa8730a003g001210_P001
OG0001508	g10032.t1, g17023.t1	Sp03g00319, Sp09g01071	wa7733.asm1v1.ann1.run1_014120_1	Wa8730a014g000650_P001
OG0001509	g10049.t1, g16990.t1	Sp03g00355, Sp09g01050	wa7733.asm1v1.ann1.run1_011646_1	Wa8730a003g001870_P001
OG0001510	g10064.t1, g16948.t1, g16950.t1	Sp03g00406	wa7733.asm1v1.ann1.run1_012863_1	Wa8730a003g002080_P001
OG0001511	g10117.t1, g10933.t1	Sp04g00870, Sp09g00979	wa7733.asm1v1.ann1.run1_014159_1	Wa8730a007g002790_P001
OG0001512	g10152.t1, g16632.t1	Sp03g00706, Sp09g00942	wa7733.asm1v1.ann1.run1_013812_1	Wa8730a003g004410_P001
OG0001513	g10156.t1	Sp09g00936	wa7733.asm1v1.ann1.run1_013298_1, wa7733.asm1v1.ann1.run1_013298_2, wa7733.asm1v1.ann1.run1_013298_3	Wa8730a014g001640_P001
OG0001514	g10176.t1, g16566.t1	Sp03g00774, Sp09g00912	wa7733.asm1v1.ann1.run1_006723_1	Wa8730a003g004810_P001
OG0001515	g10182.t1, g16552.t1	Sp03g00793, Sp09g00906	wa7733.asm1v1.ann1.run1_000925_1	Wa8730a014g001820_P001
OG0001516	g10223.t1	Sp09g00863	wa7733.asm1v1.ann1.run1_000896_1, wa7733.asm1v1.ann1.run1_000896_2	Wa8730a014g002080_P001, Wa8730a014g002080_P002
OG0001517	g10250.t1, g16166.t1	Sp03g01213, Sp09g00836	wa7733.asm1v1.ann1.run1_000874_1	Wa8730a014g002290_P001
OG0001518	g10267.t1	Sp09g00819	wa7733.asm1v1.ann1.run1_000878_1, wa7733.asm1v1.ann1.run1_000878_2	Wa8730a014g002250_P001, Wa8730a014g002250_P002
OG0001519	g10327.t1, g10328.t1	Sp04g01513, Sp04g01514	wa7733.asm1v1.ann1.run1_004429_1	Wa8730a006g007400_P001
OG0001520	g10334.t1	Sp18g00043	wa7733.asm1v1.ann1.run1_000838_1, wa7733.asm1v1.ann1.run1_004434_1	Wa8730a006g007450_P001, Wa8730a016g004690_P001
OG0001521	g10336.t1	Sp04g01505	wa7733.asm1v1.ann1.run1_001410_1, wa7733.asm1v1.ann1.run1_004398_1	Wa8730a002g007560_P001, Wa8730a006g007040_P001
OG0001522	g10342.t1, g15058.t1	Sp04g01497, Sp18g00089	wa7733.asm1v1.ann1.run1_004409_1	Wa8730a006g007160_P001
OG0001523	g10352.t1, g15053.t1	Sp04g01489, Sp18g00094	wa7733.asm1v1.ann1.run1_004415_1	Wa8730a006g007240_P001
OG0001524	g10363.t1, g16270.t1	Sp03g01106, Sp04g01477	wa7733.asm1v1.ann1.run1_004401_1	Wa8730a006g007070_P001
OG0001525	g10365.t1	Sp04g01474	wa7733.asm1v1.ann1.run1_004403_1, wa7733.asm1v1.ann1.run1_004403_2	Wa8730a006g007090_P001, Wa8730a017g000160_P001
OG0001526	g10372.t1	Sp04g01465	wa7733.asm1v1.ann1.run1_004390_1, wa7733.asm1v1.ann1.run1_015224_1	Wa8730a006g006970_P001, Wa8730a012g003720_P001
OG0001527	g10382.t1, g14987.t1	Sp04g01453, Sp18g00157	wa7733.asm1v1.ann1.run1_000757_1	Wa8730a016g003900_P001
OG0001528	g10392.t1	Sp04g01443	wa7733.asm1v1.ann1.run1_004382_1, wa7733.asm1v1.ann1.run1_006320_1	Wa8730a006g006880_P001, Wa8730a009g000200_P001
OG0001529	g10414.t1	Sp04g01416	wa7733.asm1v1.ann1.run1_003375_1, wa7733.asm1v1.ann1.run1_010807_1	Wa8730a003g007580_P001, Wa8730a006g006660_P001
OG0001530	g10426.t1	Sp04g01404	wa7733.asm1v1.ann1.run1_001974_1, wa7733.asm1v1.ann1.run1_003385_1	Wa8730a003g005680_P001, Wa8730a006g006570_P001
OG0001531	g10428.t1, g14745.t1	Sp04g01402, Sp18g00402	wa7733.asm1v1.ann1.run1_005073_1	Wa8730a016g002330_P001
OG0001532	g10434.t1, g14760.t1	Sp04g01395, Sp18g00385	wa7733.asm1v1.ann1.run1_005083_1	Wa8730a016g002450_P001
OG0001533	g10439.t1, g10440.t1	Sp04g01390	wa7733.asm1v1.ann1.run1_003393_1	Wa8730a006g006470_P001, Wa8730a006g006490_P001
OG0001534	g10450.t1, g14739.t1	Sp04g01381, Sp18g00411	wa7733.asm1v1.ann1.run1_005065_1	Wa8730a016g002260_P001
OG0001535	g10451.t1, g14733.t1	Sp04g01380, Sp18g00417	wa7733.asm1v1.ann1.run1_003398_1	Wa8730a006g006430_P001
OG0001536	g10463.t1, g14698.t1	Sp04g01368, Sp18g00450	wa7733.asm1v1.ann1.run1_009899_1	Wa8730a016g002010_P001
OG0001537	g10466.t1	Sp04g01364	wa7733.asm1v1.ann1.run1_003413_1, wa7733.asm1v1.ann1.run1_003413_2	Wa8730a006g006250_P001, Wa8730a006g006250_P002
OG0001538	g10472.t1, g10475.t1	Sp04g01348, Sp04g01354	wa7733.asm1v1.ann1.run1_003425_1	Wa8730a006g006140_P001
OG0001539	g10479.t1	Sp04g01338	wa7733.asm1v1.ann1.run1_003421_1, wa7733.asm1v1.ann1.run1_003427_1	Wa8730a006g006120_P001, Wa8730a006g006170_P001
OG0001540	g10493.t1	Sp04g01326	wa7733.asm1v1.ann1.run1_007077_1, wa7733.asm1v1.ann1.run1_007078_1	Wa8730a006g005770_P001, Wa8730a006g005780_P001
OG0001541	g10505.t1, g10506.t1	Sp04g01314	wa7733.asm1v1.ann1.run1_007082_1, wa7733.asm1v1.ann1.run1_007083_1	Wa8730a006g005810_P001
OG0001542	g10525.t1	Sp04g01294	wa7733.asm1v1.ann1.run1_009760_1, wa7733.asm1v1.ann1.run1_009760_2	Wa8730a006g005740_P001, Wa8730a006g005740_P002
OG0001543	g10539.t1	Sp04g01278	wa7733.asm1v1.ann1.run1_009755_1, wa7733.asm1v1.ann1.run1_009755_2	Wa8730a006g005640_P001, Wa8730a006g005640_P002
OG0001544	g10604.t1	Sp04g01217	wa7733.asm1v1.ann1.run1_009022_1, wa7733.asm1v1.ann1.run1_012662_1	Wa8730a006g004820_P001, Wa8730a013g002500_P001
OG0001545	g10634.t1, g10641.t1, g10648.t1	Sp04g01167, Sp04g01182	wa7733.asm1v1.ann1.run1_011016_1	
OG0001546	g10638.t1	Sp04g01179	wa7733.asm1v1.ann1.run1_009655_1, wa7733.asm1v1.ann1.run1_009655_2	Wa8730a006g005380_P001, Wa8730a006g005380_P002
OG0001547	g10642.t1	Sp04g01174	wa7733.asm1v1.ann1.run1_011008_1, wa7733.asm1v1.ann1.run1_011008_2	Wa8730a006g005260_P001, Wa8730a006g005260_P002
OG0001548	g10746.t1, g12891.t1	Sp04g01060, Sp17g00253	wa7733.asm1v1.ann1.run1_011606_1	Wa8730a007g001550_P001
OG0001549	g10782.t1, g13453.t1	Sp04g01023, Sp16g00353	wa7733.asm1v1.ann1.run1_012045_1	Wa8730a007g001890_P001
OG0001550	g10787.t1, g13876.t1	Sp04g01017	wa7733.asm1v1.ann1.run1_003217_1	Wa8730a007g001920_P001, Wa8730a015g003510_P001
OG0001551	g10802.t1, g13439.t1	Sp04g01002, Sp16g00341	wa7733.asm1v1.ann1.run1_003071_1	Wa8730a007g002070_P001
OG0001552	g10880.t1, g10882.t1	Sp04g00923	wa7733.asm1v1.ann1.run1_003137_1, wa7733.asm1v1.ann1.run1_003138_1	Wa8730a007g002710_P001
OG0001553	g10942.t1, g10945.t1, g10946.t1	Sp04g00855, Sp04g00857, Sp04g00861		
OG0001554	g10964.t1	Sp04g00837	wa7733.asm1v1.ann1.run1_009080_1, wa7733.asm1v1.ann1.run1_013473_1	Wa8730a007g002940_P001, Wa8730a012g002180_P001
OG0001555	g10976.t1	Sp04g00824	wa7733.asm1v1.ann1.run1_009070_1, wa7733.asm1v1.ann1.run1_009335_1	Wa8730a006g003490_P001, Wa8730a007g003030_P001
OG0001556	g10978.t1	Sp04g00821, Sp04g00822	wa7733.asm1v1.ann1.run1_002777_1	Wa8730a005g001030_P001, Wa8730a005g001040_P001
OG0001557	g10984.t1, g13380.t1	Sp04g00815, Sp16g00269	wa7733.asm1v1.ann1.run1_009330_1	Wa8730a006g003460_P001
OG0001558	g10991.t1, g13377.t1	Sp04g00809, Sp16g00267	wa7733.asm1v1.ann1.run1_008643_1	Wa8730a007g003210_P001
OG0001559	g11111.t1, g11114.t1	Sp04g00681, Sp04g00683, Sp04g00685, Sp16g00232		
OG0001560	g11139.t1	Sp04g00658	wa7733.asm1v1.ann1.run1_011668_1, wa7733.asm1v1.ann1.run1_011668_2	Wa8730a007g004420_P001, Wa8730a007g004420_P002
OG0001561	g11179.t1	Sp04g00620	wa7733.asm1v1.ann1.run1_002874_1, wa7733.asm1v1.ann1.run1_002874_2	Wa8730a00Ug000160_P001, Wa8730a00Ug000160_P002
OG0001562	g11184.t1	Sp04g00616	wa7733.asm1v1.ann1.run1_002878_1, wa7733.asm1v1.ann1.run1_002878_2	Wa8730a007g004660_P001, Wa8730a007g004660_P002
OG0001563	g11192.t1	Sp04g00609	wa7733.asm1v1.ann1.run1_002888_1, wa7733.asm1v1.ann1.run1_012915_1	Wa8730a007g004690_P001, Wa8730a007g004690_P002
OG0001564	g11193.t1	Sp04g00608	wa7733.asm1v1.ann1.run1_001743_1, wa7733.asm1v1.ann1.run1_002884_1	Wa8730a007g004740_P001, Wa8730a012g001800_P001
OG0001565	g11313.t1, g13284.t1	Sp04g00488, Sp16g00164	wa7733.asm1v1.ann1.run1_003579_1	Wa8730a006g004210_P001
OG0001566	g11330.t1	Sp04g00446, Sp04g00465	wa7733.asm1v1.ann1.run1_003334_1, wa7733.asm1v1.ann1.run1_003334_2	Wa8730a007g005840_P001
OG0001567	g11332.t1, g13269.t1	Sp04g00444, Sp16g00148	wa7733.asm1v1.ann1.run1_013376_1	Wa8730a006g004380_P001
OG0001568	g11560.t1, g13199.t1	Sp04g00214, Sp16g00082	wa7733.asm1v1.ann1.run1_000591_1	Wa8730a007g007640_P001
OG0001569	g11593.t1, g13214.t1	Sp04g00186, Sp16g00095	wa7733.asm1v1.ann1.run1_003899_1	Wa8730a007g000560_P001
OG0001570	g11616.t1, g13232.t1	Sp04g00161, Sp16g00114	wa7733.asm1v1.ann1.run1_012493_1	Wa8730a007g001430_P001
OG0001571	g11624.t1, g11625.t1	Sp04g00150	wa7733.asm1v1.ann1.run1_000562_1	Wa8730a007g007960_P001, Wa8730a007g007980_P001
OG0001572	g11653.t1	Sp04g00114	wa7733.asm1v1.ann1.run1_003884_1, wa7733.asm1v1.ann1.run1_004029_1	Wa8730a007g000390_P001, Wa8730a007g008690_P001
OG0001573	g11674.t1, g13147.t1	Sp04g00096, Sp16g00028	wa7733.asm1v1.ann1.run1_004030_1	Wa8730a007g008700_P001
OG0001574	g11692.t1	Sp04g00080	wa7733.asm1v1.ann1.run1_009267_1, wa7733.asm1v1.ann1.run1_009267_2, wa7733.asm1v1.ann1.run1_009268_1	Wa8730a007g008400_P001
OG0001575	g11720.t1	Sp04g00053	wa7733.asm1v1.ann1.run1_011968_1, wa7733.asm1v1.ann1.run1_011968_2	Wa8730a007g008210_P001, Wa8730a007g008210_P002
OG0001576	g11735.t1	Sp04g00040	wa7733.asm1v1.ann1.run1_004039_1, wa7733.asm1v1.ann1.run1_007756_1	Wa8730a007g008790_P001, Wa8730a020g000090_P001
OG0001577	g11783.t1, g11784.t1, g11786.t1	Sp14g00752, Sp14g00754, Sp14g00755		
OG0001578	g11856.t1	Sp14g00680	wa7733.asm1v1.ann1.run1_007440_1, wa7733.asm1v1.ann1.run1_013336_1	Wa8730a004g001460_P001, Wa8730a014g003780_P001
OG0001579	g11883.t1, g11884.t1	Sp14g00651	wa7733.asm1v1.ann1.run1_012504_1, wa7733.asm1v1.ann1.run1_012505_1	Wa8730a013g001080_P001
OG0001580	g11895.t1	Sp14g00642	wa7733.asm1v1.ann1.run1_009686_1, wa7733.asm1v1.ann1.run1_009686_2	Wa8730a013g001190_P001, Wa8730a013g001190_P002
OG0001581	g11921.t1	Sp14g00632	wa7733.asm1v1.ann1.run1_009689_1, wa7733.asm1v1.ann1.run1_009689_2	Wa8730a013g001220_P001, Wa8730a013g001220_P002
OG0001582	g11945.t1, g18517.t1	Sp02g01108, Sp14g00615	wa7733.asm1v1.ann1.run1_007708_1	Wa8730a013g001500_P001
OG0001583	g11969.t1, g18291.t1	Sp13g00083, Sp14g00593	wa7733.asm1v1.ann1.run1_001530_1	Wa8730a002g002820_P001
OG0001584	g11972.t1, g12274.t1	Sp14g00273, Sp14g00589	wa7733.asm1v1.ann1.run1_000445_1	Wa8730a013g004040_P001
OG0001585	g11981.t1, g18325.t1	Sp13g00054, Sp14g00578	wa7733.asm1v1.ann1.run1_008951_1	Wa8730a013g002170_P001
OG0001586	g12056.t1, g18491.t1	Sp02g01074, Sp14g00499	wa7733.asm1v1.ann1.run1_004790_1	Wa8730a002g001840_P001
OG0001587	g12113.t1	Sp14g00443	wa7733.asm1v1.ann1.run1_010163_1, wa7733.asm1v1.ann1.run1_010164_1	Wa8730a013g002820_P001, Wa8730a013g002830_P001
OG0001588	g12130.t1	Sp14g00425	wa7733.asm1v1.ann1.run1_010409_1, wa7733.asm1v1.ann1.run1_010410_1	Wa8730a013g002860_P001, Wa8730a013g002870_P001
OG0001589	g12141.t1, g18063.t1	Sp02g00801, Sp14g00412	wa7733.asm1v1.ann1.run1_002283_1	Wa8730a002g004520_P001
OG0001590	g12146.t1, g12149.t1	Sp14g00405, Sp14g00407	wa7733.asm1v1.ann1.run1_011246_1	Wa8730a013g003160_P001
OG0001591	g12162.t1	Sp14g00394	wa7733.asm1v1.ann1.run1_011251_1, wa7733.asm1v1.ann1.run1_013020_1	Wa8730a013g003210_P001, Wa8730a013g003280_P001
OG0001592	g12174.t1, g18023.t1	Sp02g00758, Sp14g00379	wa7733.asm1v1.ann1.run1_002254_1	Wa8730a002g004790_P001
OG0001593	g12185.t1	Sp14g00368	wa7733.asm1v1.ann1.run1_000397_1, wa7733.asm1v1.ann1.run1_008379_1	Wa8730a003g000220_P001, Wa8730a013g003510_P001
OG0001594	g12213.t1, g17959.t1	Sp02g00699, Sp14g00336	wa7733.asm1v1.ann1.run1_010417_1	Wa8730a013g002930_P001
OG0001595	g12309.t1, g17722.t1	Sp02g00445, Sp14g00233	wa7733.asm1v1.ann1.run1_013752_1	Wa8730a013g004340_P001
OG0001596	g12322.t1, g17696.t1	Sp02g00416, Sp14g00218	wa7733.asm1v1.ann1.run1_000484_1	Wa8730a013g004470_P001
OG0001597	g12336.t1, g12337.t1	Sp14g00202, Sp14g00204	wa7733.asm1v1.ann1.run1_011214_1	Wa8730a002g008040_P001
OG0001598	g12338.t1, g17640.t1	Sp02g00361, Sp14g00201	wa7733.asm1v1.ann1.run1_011219_1	Wa8730a002g008080_P001
OG0001599	g12364.t1	Sp14g00168	wa7733.asm1v1.ann1.run1_000530_1, wa7733.asm1v1.ann1.run1_002019_1	Wa8730a002g008810_P001, Wa8730a013g004940_P001
OG0001600	g12383.t1	Sp14g00148	wa7733.asm1v1.ann1.run1_000521_1, wa7733.asm1v1.ann1.run1_000522_1	Wa8730a013g004850_P001, Wa8730a013g004860_P001
OG0001601	g12424.t1	Sp14g00105	wa7733.asm1v1.ann1.run1_005163_1, wa7733.asm1v1.ann1.run1_005163_2	Wa8730a013g005330_P001, Wa8730a013g005330_P002
OG0001602	g12449.t1, g12451.t1	Sp14g00081	wa7733.asm1v1.ann1.run1_005151_1, wa7733.asm1v1.ann1.run1_005152_1	Wa8730a013g005460_P001
OG0001603	g12482.t1, g12486.t1	Sp14g00047, Sp14g00050	wa7733.asm1v1.ann1.run1_010310_1	Wa8730a013g005800_P001
OG0001604	g12513.t1, g17326.t1	Sp02g00035, Sp14g00020	wa7733.asm1v1.ann1.run1_007672_1	Wa8730a002g010540_P001
OG0001605	g12521.t1, g17313.t1	Sp02g00016, Sp14g00013	wa7733.asm1v1.ann1.run1_002615_1	Wa8730a001g001690_P001
OG0001606	g12540.t1	Sp14g00763	wa7733.asm1v1.ann1.run1_004352_1, wa7733.asm1v1.ann1.run1_004361_1	Wa8730a010g000610_P001, Wa8730a010g000680_P001
OG0001607	g12546.t1	Sp14g00774	wa7733.asm1v1.ann1.run1_012286_1, wa7733.asm1v1.ann1.run1_014586_1	Wa8730a013g000340_P001, Wa8730a020g002460_P001
OG0001608	g12555.t1	Sp14g00782, Sp14g00785	wa7733.asm1v1.ann1.run1_009723_1	Wa8730a013g000260_P001, Wa8730a013g000290_P001
OG0001609	g12565.t1	Sp14g00795	wa7733.asm1v1.ann1.run1_009735_1, wa7733.asm1v1.ann1.run1_010502_1	Wa8730a013g000140_P001, Wa8730a014g006290_P001
OG0001610	g12566.t1	Sp14g00796	wa7733.asm1v1.ann1.run1_009734_2, wa7733.asm1v1.ann1.run1_009734_3	Wa8730a013g000150_P001, Wa8730a013g000150_P002
OG0001611	g12570.t1, g12571.t1, g15999.t1	Sp11g00029, Sp14g00803, Sp14g00804		
OG0001612	g12603.t1, g12604.t1	Sp17g00566, Sp17g00567	wa7733.asm1v1.ann1.run1_010024_1	Wa8730a008g005890_P001
OG0001613	g12606.t1, g12607.t1	Sp02g01278, Sp17g00564	wa7733.asm1v1.ann1.run1_010021_1	Wa8730a008g005860_P001
OG0001614	g12611.t1, g12612.t1	Sp17g00558, Sp17g00559	wa7733.asm1v1.ann1.run1_010017_1	Wa8730a008g005820_P001
OG0001615	g12619.t1, g16672.t1	Sp03g00664, Sp17g00550	wa7733.asm1v1.ann1.run1_014855_1	Wa8730a008g005750_P001
OG0001616	g12663.t1, g18648.t1	Sp02g01256, Sp17g00493	wa7733.asm1v1.ann1.run1_005989_1	Wa8730a002g000330_P001
OG0001617	g12707.t1, g12716.t1	Sp17g00432, Sp17g00502	wa7733.asm1v1.ann1.run1_013349_1	Wa8730a008g005570_P001
OG0001618	g12722.t1	Sp17g00427	wa7733.asm1v1.ann1.run1_005279_1, wa7733.asm1v1.ann1.run1_005279_2	Wa8730a008g005490_P001, Wa8730a008g005490_P002
OG0001619	g12729.t1, g16892.t1	Sp03g00466, Sp17g00422	wa7733.asm1v1.ann1.run1_013152_1	Wa8730a003g002430_P001
OG0001620	g12737.t1, g16704.t1	Sp03g00638, Sp06g00830	wa7733.asm1v1.ann1.run1_010548_1	Wa8730a003g003580_P001
OG0001621	g12812.t1	Sp17g00334	wa7733.asm1v1.ann1.run1_005269_1, wa7733.asm1v1.ann1.run1_009540_1	Wa8730a001g012170_P001, Wa8730a008g005350_P001
OG0001622	g12848.t1	Sp01g01493	wa7733.asm1v1.ann1.run1_002925_1, wa7733.asm1v1.ann1.run1_009981_1	Wa8730a001g007090_P001, Wa8730a008g004210_P001
OG0001623	g12857.t1	Sp17g00285	wa7733.asm1v1.ann1.run1_009990_1, wa7733.asm1v1.ann1.run1_009992_1	Wa8730a008g004270_P001, Wa8730a008g004290_P001
OG0001624	g12876.t1, g18471.t1	Sp02g01049, Sp17g00265	wa7733.asm1v1.ann1.run1_001024_1	Wa8730a002g005590_P001
OG0001625	g12899.t1	Sp16g00616, Sp17g00243, Sp17g00244	wa7733.asm1v1.ann1.run1_013870_1	Wa8730a008g004120_P001
OG0001626	g12919.t1, g12920.t1	Sp17g00222, Sp17g00223	wa7733.asm1v1.ann1.run1_013970_1	Wa8730a008g004400_P001
OG0001627	g12968.t1	Sp17g00170	wa7733.asm1v1.ann1.run1_011837_1, wa7733.asm1v1.ann1.run1_013896_1	Wa8730a008g003850_P001, Wa8730a009g001360_P001
OG0001628	g13119.t1, g19159.t1	Sp15g00436, Sp16g00002	wa7733.asm1v1.ann1.run1_001308_1	Wa8730a001g010160_P001
OG0001629	g13148.t1	Sp16g00030, Sp16g00032	wa7733.asm1v1.ann1.run1_003862_1, wa7733.asm1v1.ann1.run1_003863_1	Wa8730a007g000190_P001
