Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000006	N0	n11	0.75	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a002g000770_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006908_1, Sp7498_pacbio_protein_g9584.t1, Sp7498_pacbio_protein_g54.t1, Sp7498_pacbio_protein_g18612.t1	Sp7498_pacbio_protein_g6841.t1, Sp9509_oxford_v3_proteins_Sp05g00276, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001644_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g004420_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a010g001680_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007332_1
OG0000006	Sp7498_pacbio.protein	n14	1.0	Terminal	Sp7498_pacbio_protein_g9584.t1	Sp7498_pacbio_protein_g54.t1, Sp7498_pacbio_protein_g18612.t1
OG0000006	Sp7498_pacbio.protein	n15	1.0	Terminal	Sp7498_pacbio_protein_g54.t1	Sp7498_pacbio_protein_g18612.t1
OG0000006	N1	n18	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001644_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g004420_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a010g001680_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007332_1
OG0000006	N0	n21	0.5	Non-Terminal	Sp9509_oxford_v3_proteins_Sp01g00289, Sp7498_pacbio_protein_g4654.t1	Sp7498_pacbio_protein_g16640.t1, Sp9509_oxford_v3_proteins_Sp03g00698, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004542_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g004290_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000943_1, Sp7498_pacbio_protein_g4676.t1, Sp9509_oxford_v3_proteins_Sp01g00256, Sp9509_oxford_v3_proteins_Sp09g00949, Sp7498_pacbio_protein_g10145.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002931_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g007000_P001, Sp9509_oxford_v3_proteins_Sp06g01181, Sp7498_pacbio_protein_g8606.t1, Sp9509_oxford_v3_proteins_Sp01g01480, Sp7498_pacbio_protein_g3384.t1
OG0000006	N0	n23	1.0	Non-Terminal	Sp7498_pacbio_protein_g16640.t1, Sp9509_oxford_v3_proteins_Sp03g00698, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004542_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g004290_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000943_1, Sp7498_pacbio_protein_g4676.t1, Sp9509_oxford_v3_proteins_Sp01g00256, Sp9509_oxford_v3_proteins_Sp09g00949, Sp7498_pacbio_protein_g10145.t1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002931_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g007000_P001, Sp9509_oxford_v3_proteins_Sp06g01181, Sp7498_pacbio_protein_g8606.t1, Sp9509_oxford_v3_proteins_Sp01g01480, Sp7498_pacbio_protein_g3384.t1
OG0000006	N0	n24	0.75	Non-Terminal	Sp7498_pacbio_protein_g16640.t1, Sp9509_oxford_v3_proteins_Sp03g00698, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004542_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g004290_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000943_1, Sp7498_pacbio_protein_g4676.t1, Sp9509_oxford_v3_proteins_Sp01g00256, Sp9509_oxford_v3_proteins_Sp09g00949, Sp7498_pacbio_protein_g10145.t1
OG0000006	N2	n29	1.0	Non-Terminal	Sp7498_pacbio_protein_g4676.t1, Sp9509_oxford_v3_proteins_Sp01g00256	Sp9509_oxford_v3_proteins_Sp09g00949, Sp7498_pacbio_protein_g10145.t1
OG0000006	N2	n34	1.0	Non-Terminal: STRIDE	Sp9509_oxford_v3_proteins_Sp06g01181, Sp7498_pacbio_protein_g8606.t1	Sp9509_oxford_v3_proteins_Sp01g01480, Sp7498_pacbio_protein_g3384.t1
OG0000007	N0	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g16920.t1, Sp9509_oxford_v3_proteins_Sp03g00438, wa8730_asm201904v2_ann1_proteins_Wa8730a003g002300_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004720_1	Sp9509_oxford_v3_proteins_Sp02g00793, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002276_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g004580_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002277_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000839_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004710_P001, Sp9509_oxford_v3_proteins_Sp18g00036, Sp9509_oxford_v3_proteins_Sp18g00099, Sp7498_pacbio_protein_g15047.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000794_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004250_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a014g004920_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008065_1, Sp9509_oxford_v3_proteins_Sp20g00319, Sp7498_pacbio_protein_g6124.t1, Sp9509_oxford_v3_proteins_Sp09g00440, Sp7498_pacbio_protein_g9678.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000795_1, Sp7498_pacbio_protein_g18988.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010955_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009030_P001, Sp7498_pacbio_protein_g18964.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014021_1, wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008206_1, Sp9509_oxford_v3_proteins_Sp05g01002, Sp9509_oxford_v3_proteins_Sp03g01028, Sp9509_oxford_v3_proteins_Sp15g00247, Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1, Sp7498_pacbio_protein_g18976.t1, Sp7498_pacbio_protein_g18966.t1
OG0000007	N0	n4	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp02g00793, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002276_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g004580_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002277_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000839_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004710_P001, Sp9509_oxford_v3_proteins_Sp18g00036, Sp9509_oxford_v3_proteins_Sp18g00099, Sp7498_pacbio_protein_g15047.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000794_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004250_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a014g004920_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008065_1, Sp9509_oxford_v3_proteins_Sp20g00319, Sp7498_pacbio_protein_g6124.t1, Sp9509_oxford_v3_proteins_Sp09g00440, Sp7498_pacbio_protein_g9678.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000795_1, Sp7498_pacbio_protein_g18988.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010955_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009030_P001, Sp7498_pacbio_protein_g18964.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014021_1, wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008206_1, Sp9509_oxford_v3_proteins_Sp05g01002, Sp9509_oxford_v3_proteins_Sp03g01028, Sp9509_oxford_v3_proteins_Sp15g00247, Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1, Sp7498_pacbio_protein_g18976.t1, Sp7498_pacbio_protein_g18966.t1
OG0000007	N0	n5	0.75	Non-Terminal	Sp9509_oxford_v3_proteins_Sp02g00793, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002276_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g004580_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002277_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000839_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004710_P001, Sp9509_oxford_v3_proteins_Sp18g00036	Sp9509_oxford_v3_proteins_Sp18g00099, Sp7498_pacbio_protein_g15047.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000794_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004250_P001
OG0000007	N0	n6	0.75	Non-Terminal	Sp9509_oxford_v3_proteins_Sp02g00793, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002276_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g004580_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002277_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000839_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004710_P001, Sp9509_oxford_v3_proteins_Sp18g00036
OG0000007	N0	n7	0.25	Non-Terminal	Sp9509_oxford_v3_proteins_Sp02g00793, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002276_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g004580_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002277_1
OG0000007	N0	n15	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a014g004920_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008065_1, Sp9509_oxford_v3_proteins_Sp20g00319, Sp7498_pacbio_protein_g6124.t1, Sp9509_oxford_v3_proteins_Sp09g00440, Sp7498_pacbio_protein_g9678.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000795_1	Sp7498_pacbio_protein_g18988.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010955_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009030_P001, Sp7498_pacbio_protein_g18964.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014021_1, wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008206_1, Sp9509_oxford_v3_proteins_Sp05g01002, Sp9509_oxford_v3_proteins_Sp03g01028, Sp9509_oxford_v3_proteins_Sp15g00247, Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1, Sp7498_pacbio_protein_g18976.t1, Sp7498_pacbio_protein_g18966.t1
OG0000007	N0	n16	0.25	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a014g004920_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008065_1, Sp9509_oxford_v3_proteins_Sp20g00319, Sp7498_pacbio_protein_g6124.t1, Sp9509_oxford_v3_proteins_Sp09g00440, Sp7498_pacbio_protein_g9678.t1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000795_1
OG0000007	N2	n19	1.0	Non-Terminal: STRIDE	Sp9509_oxford_v3_proteins_Sp20g00319, Sp7498_pacbio_protein_g6124.t1	Sp9509_oxford_v3_proteins_Sp09g00440, Sp7498_pacbio_protein_g9678.t1
OG0000007	N0	n22	0.5	Non-Terminal	Sp7498_pacbio_protein_g18988.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010955_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009030_P001, Sp7498_pacbio_protein_g18964.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014021_1, wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008206_1, Sp9509_oxford_v3_proteins_Sp05g01002, Sp9509_oxford_v3_proteins_Sp03g01028, Sp9509_oxford_v3_proteins_Sp15g00247, Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1, Sp7498_pacbio_protein_g18976.t1, Sp7498_pacbio_protein_g18966.t1
OG0000007	N0	n23	0.75	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g18988.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010955_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009030_P001	Sp7498_pacbio_protein_g18964.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014021_1, wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001
OG0000007	wa8730.asm201904v2.ann1.proteins	n28	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a004g007210_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a001g008820_P001
OG0000007	Sp9509_oxford_v3.proteins	n31	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp05g01002	Sp9509_oxford_v3_proteins_Sp03g01028, Sp9509_oxford_v3_proteins_Sp15g00247
OG0000007	Sp9509_oxford_v3.proteins	n32	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp03g01028	Sp9509_oxford_v3_proteins_Sp15g00247
OG0000007	Sp7498_pacbio.protein	n33	1.0	Terminal	Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1, Sp7498_pacbio_protein_g18976.t1	Sp7498_pacbio_protein_g18966.t1
OG0000007	Sp7498_pacbio.protein	n34	1.0	Terminal	Sp7498_pacbio_protein_g18970.t1, Sp7498_pacbio_protein_g18973.t1	Sp7498_pacbio_protein_g18976.t1
OG0000007	Sp7498_pacbio.protein	n35	1.0	Terminal	Sp7498_pacbio_protein_g18970.t1	Sp7498_pacbio_protein_g18973.t1
OG0000008	N0	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g14571.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013174_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g001020_P001, Sp9509_oxford_v3_proteins_Sp18g00577, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008139_1, Sp7498_pacbio_protein_g111.t1, Sp9509_oxford_v3_proteins_Sp13g00882	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001038_1, Sp7498_pacbio_protein_g9023.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001960_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1, Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1, Sp9509_oxford_v3_proteins_Sp11g00661, Sp7498_pacbio_protein_g10188.t1, Sp9509_oxford_v3_proteins_Sp01g00715, Sp9509_oxford_v3_proteins_Sp09g00901, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002622_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g010410_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007660_1, Sp7498_pacbio_protein_g8238.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003674_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008730_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014048_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008844_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011955_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003326_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005097_1, Sp9509_oxford_v3_proteins_Sp17g00232, wa8730_asm201904v2_ann1_proteins_Wa8730a008g004930_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014073_1
OG0000008	N0	n1	0.75	Non-Terminal	Sp7498_pacbio_protein_g14571.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013174_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g001020_P001, Sp9509_oxford_v3_proteins_Sp18g00577	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008139_1, Sp7498_pacbio_protein_g111.t1, Sp9509_oxford_v3_proteins_Sp13g00882
OG0000008	N0	n7	0.75	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001038_1, Sp7498_pacbio_protein_g9023.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001960_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1, Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1, Sp9509_oxford_v3_proteins_Sp11g00661, Sp7498_pacbio_protein_g10188.t1, Sp9509_oxford_v3_proteins_Sp01g00715, Sp9509_oxford_v3_proteins_Sp09g00901, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002622_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g010410_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007660_1, Sp7498_pacbio_protein_g8238.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003674_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008730_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014048_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008844_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011955_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003326_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005097_1, Sp9509_oxford_v3_proteins_Sp17g00232, wa8730_asm201904v2_ann1_proteins_Wa8730a008g004930_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014073_1
OG0000008	N0	n8	0.75	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001038_1, Sp7498_pacbio_protein_g9023.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001960_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1, Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1, Sp9509_oxford_v3_proteins_Sp11g00661, Sp7498_pacbio_protein_g10188.t1, Sp9509_oxford_v3_proteins_Sp01g00715, Sp9509_oxford_v3_proteins_Sp09g00901, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002622_1	wa8730_asm201904v2_ann1_proteins_Wa8730a002g010410_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007660_1, Sp7498_pacbio_protein_g8238.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003674_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008730_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014048_1
OG0000008	N0	n9	0.75	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001038_1, Sp7498_pacbio_protein_g9023.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001960_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1	Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1, Sp9509_oxford_v3_proteins_Sp11g00661, Sp7498_pacbio_protein_g10188.t1, Sp9509_oxford_v3_proteins_Sp01g00715, Sp9509_oxford_v3_proteins_Sp09g00901, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002622_1
OG0000008	N0	n10	0.25	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001038_1	Sp7498_pacbio_protein_g9023.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001960_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1
OG0000008	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n13	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000318_1
OG0000008	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n14	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009382_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004297_1
OG0000008	N0	n15	0.75	Non-Terminal	Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1, Sp9509_oxford_v3_proteins_Sp11g00661	Sp7498_pacbio_protein_g10188.t1, Sp9509_oxford_v3_proteins_Sp01g00715, Sp9509_oxford_v3_proteins_Sp09g00901, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_002622_1
OG0000008	N0	n16	0.25	Non-Terminal	Sp7498_pacbio_protein_g7607.t1, Sp9509_oxford_v3_proteins_Sp06g00597, wa8730_asm201904v2_ann1_proteins_Wa8730a019g003480_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011231_1	Sp9509_oxford_v3_proteins_Sp11g00661
OG0000008	Sp9509_oxford_v3.proteins	n22	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp01g00715	Sp9509_oxford_v3_proteins_Sp09g00901
OG0000008	N0	n23	0.5	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a002g010410_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007660_1, Sp7498_pacbio_protein_g8238.t1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003674_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g008730_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014048_1
