Orthogroup	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0000176	wa7733.asm1v1.ann1.run1_004228_1	Wa8730a001g005610_P001
OG0000176	wa7733.asm1v1.ann1.run1_009130_1	Wa8730a018g001490_P001
OG0000177	wa7733.asm1v1.ann1.run1_006877_1	Wa8730a019g001890_P001
OG0000177	wa7733.asm1v1.ann1.run1_013778_1	Wa8730a009g002670_P001
OG0000177	wa7733.asm1v1.ann1.run1_011259_1	Wa8730a014g002400_P001
OG0000178	wa7733.asm1v1.ann1.run1_006549_1	Wa8730a001g003450_P001
OG0000178	wa7733.asm1v1.ann1.run1_006550_1	Wa8730a001g003420_P001
OG0000179	wa7733.asm1v1.ann1.run1_005921_1	Wa8730a019g001360_P001
OG0000180	wa7733.asm1v1.ann1.run1_010364_1	Wa8730a006g000630_P001
OG0000180	wa7733.asm1v1.ann1.run1_008289_1	Wa8730a017g002360_P001
OG0000180	wa7733.asm1v1.ann1.run1_006476_1	Wa8730a009g004580_P001
OG0000181	wa7733.asm1v1.ann1.run1_002255_1	Wa8730a002g004780_P001
OG0000181	wa7733.asm1v1.ann1.run1_000389_1	Wa8730a013g003410_P001
OG0000181	wa7733.asm1v1.ann1.run1_006806_1	Wa8730a017g002670_P001
OG0000182	wa7733.asm1v1.ann1.run1_006797_1	Wa8730a017g002750_P001
OG0000182	wa7733.asm1v1.ann1.run1_001027_1	Wa8730a002g005640_P001
OG0000183	wa7733.asm1v1.ann1.run1_002021_1	Wa8730a002g008650_P001
OG0000183	wa7733.asm1v1.ann1.run1_003801_1	Wa8730a001g002640_P001
OG0000183	wa7733.asm1v1.ann1.run1_015190_1	Wa8730a004g000420_P001
OG0000183	wa7733.asm1v1.ann1.run1_010128_1	Wa8730a004g000410_P001
OG0000184	wa7733.asm1v1.ann1.run1_005864_1	Wa8730a014g004160_P001
OG0000184	wa7733.asm1v1.ann1.run1_005957_1	Wa8730a019g000880_P001
OG0000184	wa7733.asm1v1.ann1.run1_009214_1	Wa8730a010g002650_P001
OG0000185	wa7733.asm1v1.ann1.run1_003571_1	Wa8730a006g004290_P001
OG0000185	wa7733.asm1v1.ann1.run1_004174_1	Wa8730a014g007260_P001
OG0000185	wa7733.asm1v1.ann1.run1_004328_1	Wa8730a010g000950_P001
OG0000186	wa7733.asm1v1.ann1.run1_003668_1	Wa8730a009g005700_P001
OG0000186	wa7733.asm1v1.ann1.run1_011209_1	Wa8730a002g008000_P001
OG0000186	wa7733.asm1v1.ann1.run1_001453_1, wa7733.asm1v1.ann1.run1_001455_1, wa7733.asm1v1.ann1.run1_014553_1	Wa8730a002g008010_P001
OG0000187	wa7733.asm1v1.ann1.run1_015052_1, wa7733.asm1v1.ann1.run1_014062_1	Wa8730a019g003020_P001
OG0000187	wa7733.asm1v1.ann1.run1_013865_1	Wa8730a005g001910_P001
OG0000187	wa7733.asm1v1.ann1.run1_001080_1	Wa8730a002g006100_P001
OG0000188	wa7733.asm1v1.ann1.run1_009117_1	Wa8730a018g001340_P001
OG0000188	wa7733.asm1v1.ann1.run1_012166_1	Wa8730a003g007970_P001
OG0000188	wa7733.asm1v1.ann1.run1_000869_1	Wa8730a014g002330_P001
OG0000189	wa7733.asm1v1.ann1.run1_000019_1	Wa8730a012g005240_P001
OG0000189	wa7733.asm1v1.ann1.run1_003451_1	Wa8730a001g005050_P001, Wa8730a001g005050_P002
OG0000189	wa7733.asm1v1.ann1.run1_003936_1	Wa8730a016g000240_P001
OG0000190	wa7733.asm1v1.ann1.run1_009705_1	Wa8730a002g006870_P001
OG0000190	wa7733.asm1v1.ann1.run1_000506_1	Wa8730a014g006320_P002, Wa8730a014g006320_P001
OG0000191	wa7733.asm1v1.ann1.run1_000401_3, wa7733.asm1v1.ann1.run1_000401_2	Wa8730a013g003550_P001
OG0000192	wa7733.asm1v1.ann1.run1_008080_1	Wa8730a014g004810_P001
OG0000192	wa7733.asm1v1.ann1.run1_011453_1	Wa8730a002g002410_P001
OG0000193	wa7733.asm1v1.ann1.run1_008114_1	Wa8730a002g010380_P001
OG0000193	wa7733.asm1v1.ann1.run1_005827_1, wa7733.asm1v1.ann1.run1_005829_1	Wa8730a014g004480_P001, Wa8730a014g004530_P001
OG0000194	wa7733.asm1v1.ann1.run1_000959_1	Wa8730a014g001450_P001
OG0000194	wa7733.asm1v1.ann1.run1_000956_1	Wa8730a014g001480_P001, Wa8730a014g001470_P001
OG0000194	wa7733.asm1v1.ann1.run1_000965_1	Wa8730a014g001390_P001
OG0000194	wa7733.asm1v1.ann1.run1_000958_1	Wa8730a014g001460_P001
OG0000195	wa7733.asm1v1.ann1.run1_003274_1	Wa8730a015g003010_P001
OG0000195	wa7733.asm1v1.ann1.run1_011094_1	Wa8730a011g004970_P001
OG0000195	wa7733.asm1v1.ann1.run1_003083_1	Wa8730a007g002190_P001
OG0000197	wa7733.asm1v1.ann1.run1_006376_1	Wa8730a015g002410_P003, Wa8730a015g002410_P002, Wa8730a015g002440_P001, Wa8730a015g002410_P001, Wa8730a015g002450_P001, Wa8730a015g002450_P002
OG0000197	wa7733.asm1v1.ann1.run1_006390_1	Wa8730a015g002430_P001
OG0000198	wa7733.asm1v1.ann1.run1_005576_1	Wa8730a015g005110_P001
OG0000198	wa7733.asm1v1.ann1.run1_001170_1	Wa8730a005g004560_P001
OG0000199	wa7733.asm1v1.ann1.run1_012398_1	Wa8730a015g001570_P001
OG0000199	wa7733.asm1v1.ann1.run1_014236_1	Wa8730a010g006380_P001
OG0000199	wa7733.asm1v1.ann1.run1_015227_1	Wa8730a016g002750_P001
OG0000200	wa7733.asm1v1.ann1.run1_002440_1	Wa8730a020g001680_P001
OG0000200	wa7733.asm1v1.ann1.run1_003060_1	Wa8730a020g001570_P001
OG0000200	wa7733.asm1v1.ann1.run1_002428_1	Wa8730a020g001560_P001
OG0000200	wa7733.asm1v1.ann1.run1_000779_1	Wa8730a016g004070_P001
OG0000201	wa7733.asm1v1.ann1.run1_008131_1	Wa8730a004g004940_P001
OG0000201	wa7733.asm1v1.ann1.run1_008129_1	Wa8730a004g004920_P001
OG0000201	wa7733.asm1v1.ann1.run1_008132_1, wa7733.asm1v1.ann1.run1_008130_1	Wa8730a004g004930_P001
OG0000201	wa7733.asm1v1.ann1.run1_006013_1	Wa8730a002g000090_P001
OG0000202	wa7733.asm1v1.ann1.run1_015092_1	Wa8730a001g002080_P001, Wa8730a001g002100_P001
OG0000202	wa7733.asm1v1.ann1.run1_015091_1	Wa8730a001g002070_P001, Wa8730a001g002090_P001
OG0000203	wa7733.asm1v1.ann1.run1_014168_1	Wa8730a002g002570_P002, Wa8730a002g002570_P003, Wa8730a002g002570_P001
OG0000203	wa7733.asm1v1.ann1.run1_001557_1	Wa8730a002g002560_P001
OG0000203	wa7733.asm1v1.ann1.run1_014167_1	Wa8730a002g002580_P001
OG0000203	wa7733.asm1v1.ann1.run1_012224_1	Wa8730a013g000010_P001
OG0000203	wa7733.asm1v1.ann1.run1_005330_1	Wa8730a010g004580_P001
OG0000204	wa7733.asm1v1.ann1.run1_008235_1	Wa8730a009g002990_P001
OG0000204	wa7733.asm1v1.ann1.run1_011727_1	Wa8730a019g003400_P001
OG0000204	wa7733.asm1v1.ann1.run1_009962_1	Wa8730a013g002370_P001
OG0000206	wa7733.asm1v1.ann1.run1_014892_1	Wa8730a004g005120_P001
OG0000207	wa7733.asm1v1.ann1.run1_004371_1	Wa8730a010g000400_P001
OG0000208	wa7733.asm1v1.ann1.run1_007491_1	Wa8730a005g000370_P001
OG0000208	wa7733.asm1v1.ann1.run1_006261_1	Wa8730a005g005520_P001
OG0000208	wa7733.asm1v1.ann1.run1_006263_1	Wa8730a005g005500_P001
OG0000209	wa7733.asm1v1.ann1.run1_011678_1, wa7733.asm1v1.ann1.run1_011678_2	Wa8730a005g002260_P001
OG0000209	wa7733.asm1v1.ann1.run1_006621_1	Wa8730a005g006990_P001
OG0000210	wa7733.asm1v1.ann1.run1_013398_1	Wa8730a009g003640_P001
OG0000210	wa7733.asm1v1.ann1.run1_010053_1	Wa8730a012g000050_P001
OG0000211	wa7733.asm1v1.ann1.run1_008541_1	Wa8730a017g000030_P001
OG0000211	wa7733.asm1v1.ann1.run1_004075_1	Wa8730a014g003560_P001
OG0000212	wa7733.asm1v1.ann1.run1_010689_1	Wa8730a001g010740_P001
OG0000212	wa7733.asm1v1.ann1.run1_004759_1	Wa8730a002g001410_P001
OG0000213	wa7733.asm1v1.ann1.run1_012460_1	Wa8730a019g000180_P001
OG0000213	wa7733.asm1v1.ann1.run1_009531_1	Wa8730a001g012090_P001
OG0000214	wa7733.asm1v1.ann1.run1_002114_1, wa7733.asm1v1.ann1.run1_006482_1	Wa8730a009g004620_P001
OG0000214	wa7733.asm1v1.ann1.run1_004940_1	Wa8730a018g001990_P001
OG0000215	wa7733.asm1v1.ann1.run1_004258_1	Wa8730a001g005920_P001
OG0000215	wa7733.asm1v1.ann1.run1_012158_1	Wa8730a019g001430_P001
OG0000216	wa7733.asm1v1.ann1.run1_002274_1, wa7733.asm1v1.ann1.run1_003475_1	Wa8730a002g004600_P001
OG0000216	wa7733.asm1v1.ann1.run1_003785_1	Wa8730a001g002840_P001
OG0000217	wa7733.asm1v1.ann1.run1_003567_1	Wa8730a003g002860_P001, Wa8730a009g006490_P001
OG0000217	wa7733.asm1v1.ann1.run1_000980_1	Wa8730a014g001230_P001
OG0000218	wa7733.asm1v1.ann1.run1_006891_1	Wa8730a019g001780_P001
OG0000218	wa7733.asm1v1.ann1.run1_014898_1	Wa8730a001g005090_P002
OG0000218	wa7733.asm1v1.ann1.run1_014898_2	Wa8730a001g005090_P001
OG0000219	wa7733.asm1v1.ann1.run1_013309_1	Wa8730a019g002730_P001
OG0000219	wa7733.asm1v1.ann1.run1_006562_1	Wa8730a001g003330_P001
OG0000219	wa7733.asm1v1.ann1.run1_011848_1	Wa8730a006g000300_P001
OG0000220	wa7733.asm1v1.ann1.run1_003799_1	Wa8730a001g002700_P001
OG0000220	wa7733.asm1v1.ann1.run1_002404_1	Wa8730a009g002280_P001
OG0000221	wa7733.asm1v1.ann1.run1_003815_1	Wa8730a001g002510_P001
OG0000221	wa7733.asm1v1.ann1.run1_008305_1	Wa8730a019g003810_P001
OG0000222	wa7733.asm1v1.ann1.run1_004134_1	Wa8730a014g002650_P001
OG0000223	wa7733.asm1v1.ann1.run1_008597_1	Wa8730a001g009380_P001
OG0000223	wa7733.asm1v1.ann1.run1_014560_1	Wa8730a010g004840_P001
OG0000224	wa7733.asm1v1.ann1.run1_011729_1	Wa8730a019g003380_P001
OG0000224	wa7733.asm1v1.ann1.run1_006492_1	Wa8730a018g003460_P001
OG0000225	wa7733.asm1v1.ann1.run1_013985_1, wa7733.asm1v1.ann1.run1_014190_1	Wa8730a009g006230_P001
OG0000225	wa7733.asm1v1.ann1.run1_012153_1	Wa8730a019g001480_P001
OG0000226	wa7733.asm1v1.ann1.run1_002373_1	Wa8730a009g002010_P001
OG0000226	wa7733.asm1v1.ann1.run1_011081_1	Wa8730a004g001600_P001
OG0000227	wa7733.asm1v1.ann1.run1_014797_1	Wa8730a018g002410_P001
OG0000227	wa7733.asm1v1.ann1.run1_001252_1	Wa8730a005g003730_P001
OG0000227	wa7733.asm1v1.ann1.run1_009515_1	Wa8730a001g011920_P001
OG0000227	wa7733.asm1v1.ann1.run1_010228_1	Wa8730a017g003770_P001
OG0000228	wa7733.asm1v1.ann1.run1_006985_1	Wa8730a014g006750_P001
OG0000229	wa7733.asm1v1.ann1.run1_002265_1	Wa8730a002g004680_P001
OG0000229	wa7733.asm1v1.ann1.run1_001818_1	Wa8730a014g005710_P001
OG0000230	wa7733.asm1v1.ann1.run1_004138_1	Wa8730a014g002620_P001
OG0000230	wa7733.asm1v1.ann1.run1_004144_1	Wa8730a014g002530_P001, Wa8730a014g002550_P001
OG0000230	wa7733.asm1v1.ann1.run1_004143_1, wa7733.asm1v1.ann1.run1_004146_1	Wa8730a014g002560_P001
OG0000231	wa7733.asm1v1.ann1.run1_012156_1	Wa8730a019g001450_P001
OG0000231	wa7733.asm1v1.ann1.run1_001678_1	Wa8730a012g001190_P001
OG0000231	wa7733.asm1v1.ann1.run1_000060_1, wa7733.asm1v1.ann1.run1_000059_1, wa7733.asm1v1.ann1.run1_013618_1	Wa8730a003g007570_P001
OG0000232	wa7733.asm1v1.ann1.run1_008952_1	Wa8730a013g002190_P001
OG0000232	wa7733.asm1v1.ann1.run1_002716_1, wa7733.asm1v1.ann1.run1_002716_2	Wa8730a005g002660_P001
OG0000232	wa7733.asm1v1.ann1.run1_010935_1	Wa8730a004g007850_P001
OG0000233	wa7733.asm1v1.ann1.run1_010307_1	Wa8730a013g005770_P001
OG0000233	wa7733.asm1v1.ann1.run1_010309_1	Wa8730a013g005790_P001
OG0000233	wa7733.asm1v1.ann1.run1_010308_1	Wa8730a013g005780_P001
OG0000234	wa7733.asm1v1.ann1.run1_012335_1	Wa8730a008g004510_P001
OG0000234	wa7733.asm1v1.ann1.run1_012339_1, wa7733.asm1v1.ann1.run1_012336_1	Wa8730a008g004500_P001
OG0000235	wa7733.asm1v1.ann1.run1_002516_2, wa7733.asm1v1.ann1.run1_002516_1	Wa8730a015g000870_P001
OG0000235	wa7733.asm1v1.ann1.run1_009473_1	Wa8730a011g005930_P001
OG0000236	wa7733.asm1v1.ann1.run1_014448_1	Wa8730a008g003000_P001
OG0000236	wa7733.asm1v1.ann1.run1_009980_1	Wa8730a008g004110_P001
OG0000236	wa7733.asm1v1.ann1.run1_009979_1	Wa8730a008g004100_P001
OG0000237	wa7733.asm1v1.ann1.run1_001319_1	Wa8730a001g010050_P001
OG0000238	wa7733.asm1v1.ann1.run1_009324_1, wa7733.asm1v1.ann1.run1_008475_1	Wa8730a006g003210_P001
OG0000238	wa7733.asm1v1.ann1.run1_009318_1, wa7733.asm1v1.ann1.run1_009325_1	Wa8730a006g003430_P001, Wa8730a006g003380_P001
OG0000239	wa7733.asm1v1.ann1.run1_011917_1	Wa8730a011g000940_P001
OG0000239	wa7733.asm1v1.ann1.run1_005227_1	Wa8730a001g007640_P001
OG0000240	wa7733.asm1v1.ann1.run1_014235_1	Wa8730a010g006390_P001
OG0000240	wa7733.asm1v1.ann1.run1_005113_1	Wa8730a016g002690_P001
OG0000240	wa7733.asm1v1.ann1.run1_015225_1, wa7733.asm1v1.ann1.run1_014460_1	Wa8730a016g002730_P001
OG0000241	wa7733.asm1v1.ann1.run1_000055_1	Wa8730a012g004850_P001
OG0000241	wa7733.asm1v1.ann1.run1_004339_1, wa7733.asm1v1.ann1.run1_004338_1	Wa8730a010g000860_P001, Wa8730a010g000850_P001, Wa8730a010g000840_P001
OG0000242	wa7733.asm1v1.ann1.run1_014011_1	Wa8730a011g001890_P001
OG0000242	wa7733.asm1v1.ann1.run1_000319_1	Wa8730a011g001950_P001
OG0000242	wa7733.asm1v1.ann1.run1_014541_1	Wa8730a011g001920_P001
OG0000242	wa7733.asm1v1.ann1.run1_014540_1	Wa8730a011g001910_P001
OG0000242	wa7733.asm1v1.ann1.run1_014539_1	Wa8730a011g001900_P001
OG0000243	wa7733.asm1v1.ann1.run1_001960_1	Wa8730a003g005820_P001
OG0000243	wa7733.asm1v1.ann1.run1_010337_1	Wa8730a001g000910_P001
OG0000244	wa7733.asm1v1.ann1.run1_004513_1, wa7733.asm1v1.ann1.run1_014402_1, wa7733.asm1v1.ann1.run1_014403_1	Wa8730a003g004750_P001
OG0000244	wa7733.asm1v1.ann1.run1_004522_1	Wa8730a003g004640_P001
OG0000245	wa7733.asm1v1.ann1.run1_009035_1	Wa8730a006g004970_P001, Wa8730a006g004950_P001, Wa8730a006g004940_P001, Wa8730a006g004960_P001
OG0000245	wa7733.asm1v1.ann1.run1_013810_1	Wa8730a003g004430_P001
OG0000246	wa7733.asm1v1.ann1.run1_001414_1	Wa8730a002g007590_P001
OG0000246	wa7733.asm1v1.ann1.run1_007867_1, wa7733.asm1v1.ann1.run1_010989_3, wa7733.asm1v1.ann1.run1_010989_2, wa7733.asm1v1.ann1.run1_010989_1	Wa8730a019g000510_P001
OG0000247	wa7733.asm1v1.ann1.run1_001519_1	Wa8730a002g002940_P001
OG0000247	wa7733.asm1v1.ann1.run1_001513_1	Wa8730a002g003010_P001
OG0000247	wa7733.asm1v1.ann1.run1_001520_1	Wa8730a002g002930_P001
OG0000247	wa7733.asm1v1.ann1.run1_001511_1, wa7733.asm1v1.ann1.run1_001521_1	Wa8730a002g002920_P001
OG0000248	wa7733.asm1v1.ann1.run1_000750_1, wa7733.asm1v1.ann1.run1_000750_2	Wa8730a016g003840_P001
OG0000248	wa7733.asm1v1.ann1.run1_000754_1	Wa8730a016g003880_P001
OG0000248	wa7733.asm1v1.ann1.run1_000755_1, wa7733.asm1v1.ann1.run1_000753_1, wa7733.asm1v1.ann1.run1_000748_1	Wa8730a016g003830_P001
OG0000249	wa7733.asm1v1.ann1.run1_003719_1	Wa8730a011g004860_P001
OG0000249	wa7733.asm1v1.ann1.run1_003722_1, wa7733.asm1v1.ann1.run1_015101_1	Wa8730a011g004840_P001, Wa8730a011g004840_P002
OG0000249	wa7733.asm1v1.ann1.run1_012670_1	Wa8730a011g004850_P001, Wa8730a010g005500_P001
OG0000250	wa7733.asm1v1.ann1.run1_008147_1	Wa8730a005g008200_P001, Wa8730a004g005160_P001, Wa8730a002g000410_P001
OG0000251	wa7733.asm1v1.ann1.run1_011137_1	Wa8730a010g000060_P001
OG0000251	wa7733.asm1v1.ann1.run1_009000_1	Wa8730a004g003440_P001
OG0000252	wa7733.asm1v1.ann1.run1_010877_1, wa7733.asm1v1.ann1.run1_008338_1, wa7733.asm1v1.ann1.run1_010878_1	Wa8730a010g005820_P001
OG0000253	wa7733.asm1v1.ann1.run1_007167_1	Wa8730a004g007950_P001
OG0000253	wa7733.asm1v1.ann1.run1_004455_1	Wa8730a004g002620_P001
OG0000254	wa7733.asm1v1.ann1.run1_004496_1	Wa8730a004g002290_P001
OG0000254	wa7733.asm1v1.ann1.run1_002692_2	Wa8730a005g002880_P001
OG0000254	wa7733.asm1v1.ann1.run1_002692_1	Wa8730a005g002880_P002
OG0000255	wa7733.asm1v1.ann1.run1_000515_1	Wa8730a013g004790_P001
OG0000255	wa7733.asm1v1.ann1.run1_006962_1	Wa8730a014g006510_P001
OG0000255	wa7733.asm1v1.ann1.run1_002790_1	Wa8730a005g000850_P001
OG0000256	wa7733.asm1v1.ann1.run1_010527_1	Wa8730a004g000650_P001
OG0000256	wa7733.asm1v1.ann1.run1_009207_1, wa7733.asm1v1.ann1.run1_009208_1	Wa8730a010g002580_P001
OG0000257	wa7733.asm1v1.ann1.run1_008658_1	Wa8730a004g000840_P001
OG0000257	wa7733.asm1v1.ann1.run1_012535_1	Wa8730a005g006150_P001
OG0000257	wa7733.asm1v1.ann1.run1_009305_1	Wa8730a004g006630_P001
OG0000258	wa7733.asm1v1.ann1.run1_011187_1	Wa8730a017g004060_P001
OG0000258	wa7733.asm1v1.ann1.run1_005519_1	Wa8730a005g008460_P001
OG0000259	wa7733.asm1v1.ann1.run1_006058_1	Wa8730a017g004390_P001
OG0000259	wa7733.asm1v1.ann1.run1_006059_1	Wa8730a017g004380_P001
OG0000260	wa7733.asm1v1.ann1.run1_003908_1	Wa8730a007g000800_P001
OG0000260	wa7733.asm1v1.ann1.run1_001041_1	Wa8730a002g005780_P001
OG0000261	wa7733.asm1v1.ann1.run1_002784_1	Wa8730a005g000930_P001
OG0000261	wa7733.asm1v1.ann1.run1_002785_1	Wa8730a005g000920_P001
OG0000262	wa7733.asm1v1.ann1.run1_002769_1	Wa8730a005g001130_P001
OG0000262	wa7733.asm1v1.ann1.run1_002768_1	Wa8730a005g001130_P002
OG0000262	wa7733.asm1v1.ann1.run1_002770_1	Wa8730a005g001120_P001
OG0000263	wa7733.asm1v1.ann1.run1_009753_1	Wa8730a006g005620_P001
OG0000263	wa7733.asm1v1.ann1.run1_013466_1	Wa8730a005g001930_P001
OG0000263	wa7733.asm1v1.ann1.run1_014943_1	Wa8730a005g001960_P001
OG0000264	wa7733.asm1v1.ann1.run1_002705_1	Wa8730a005g002770_P001
OG0000267	wa7733.asm1v1.ann1.run1_006147_1	Wa8730a004g007320_P001
OG0000267	wa7733.asm1v1.ann1.run1_004633_1	Wa8730a003g000710_P001
OG0000268	wa7733.asm1v1.ann1.run1_006155_1	Wa8730a004g007230_P001
OG0000268	wa7733.asm1v1.ann1.run1_006251_1	Wa8730a005g005660_P001
OG0000269	wa7733.asm1v1.ann1.run1_006231_1	Wa8730a005g006050_P001
OG0000269	wa7733.asm1v1.ann1.run1_006244_1	Wa8730a005g005730_P001
OG0000269	wa7733.asm1v1.ann1.run1_014035_1	Wa8730a005g006110_P001
OG0000269	wa7733.asm1v1.ann1.run1_006236_1	Wa8730a005g006010_P001
OG0000270	wa7733.asm1v1.ann1.run1_010658_1	Wa8730a010g002730_P001
OG0000271	wa7733.asm1v1.ann1.run1_005560_1	Wa8730a015g005290_P002, Wa8730a015g005290_P001
OG0000271	wa7733.asm1v1.ann1.run1_009793_1	Wa8730a005g006500_P001
OG0000272	wa7733.asm1v1.ann1.run1_007261_1	Wa8730a010g001790_P001
OG0000272	wa7733.asm1v1.ann1.run1_006149_1	Wa8730a005g006780_P001
OG0000273	wa7733.asm1v1.ann1.run1_004946_1	Wa8730a018g000580_P001
OG0000273	wa7733.asm1v1.ann1.run1_006668_1	Wa8730a001g011170_P001
OG0000273	wa7733.asm1v1.ann1.run1_006669_1	Wa8730a001g011180_P001
OG0000274	wa7733.asm1v1.ann1.run1_006656_1, wa7733.asm1v1.ann1.run1_004895_1	Wa8730a009g000730_P001
OG0000275	wa7733.asm1v1.ann1.run1_007794_1	Wa8730a004g005840_P001
OG0000275	wa7733.asm1v1.ann1.run1_007800_1, wa7733.asm1v1.ann1.run1_007795_1, wa7733.asm1v1.ann1.run1_007793_1	Wa8730a004g005830_P001
OG0000276	wa7733.asm1v1.ann1.run1_010681_1	Wa8730a002g004940_P001
OG0000276	wa7733.asm1v1.ann1.run1_006764_1	Wa8730a003g006900_P001
OG0000277	wa7733.asm1v1.ann1.run1_010387_1	Wa8730a008g000700_P001
OG0000277	wa7733.asm1v1.ann1.run1_009658_1	Wa8730a006g005420_P001
OG0000277	wa7733.asm1v1.ann1.run1_000903_1	Wa8730a014g002020_P001
OG0000278	wa7733.asm1v1.ann1.run1_013296_1	Wa8730a014g001660_P001
OG0000278	wa7733.asm1v1.ann1.run1_012248_1	Wa8730a003g004560_P001
OG0000279	wa7733.asm1v1.ann1.run1_013560_1	Wa8730a012g002250_P001
OG0000279	wa7733.asm1v1.ann1.run1_002437_1	Wa8730a020g001660_P001
OG0000280	wa7733.asm1v1.ann1.run1_000724_1	Wa8730a016g003500_P001
OG0000280	wa7733.asm1v1.ann1.run1_000124_1	Wa8730a012g004080_P001
OG0000281	wa7733.asm1v1.ann1.run1_000050_1	Wa8730a012g004900_P001
OG0000281	wa7733.asm1v1.ann1.run1_000049_1	Wa8730a012g004910_P001
OG0000282	wa7733.asm1v1.ann1.run1_011999_1	Wa8730a018g000910_P001
OG0000282	wa7733.asm1v1.ann1.run1_004912_1	Wa8730a009g000940_P001
OG0000283	wa7733.asm1v1.ann1.run1_006650_1, wa7733.asm1v1.ann1.run1_006651_1	Wa8730a001g011030_P001, Wa8730a001g011020_P001
OG0000284	wa7733.asm1v1.ann1.run1_003448_1	Wa8730a001g005020_P001
OG0000284	wa7733.asm1v1.ann1.run1_003937_1	Wa8730a016g000250_P001
OG0000285	wa7733.asm1v1.ann1.run1_001618_1	Wa8730a001g004160_P001
OG0000285	wa7733.asm1v1.ann1.run1_009172_1	Wa8730a017g002170_P001
OG0000285	wa7733.asm1v1.ann1.run1_014058_1	Wa8730a002g006740_P001
OG0000286	wa7733.asm1v1.ann1.run1_007015_1, wa7733.asm1v1.ann1.run1_007015_2	Wa8730a009g002360_P001, Wa8730a018g003100_P001
OG0000287	wa7733.asm1v1.ann1.run1_014732_1	Wa8730a001g002190_P001
OG0000287	wa7733.asm1v1.ann1.run1_003848_1	Wa8730a001g002160_P001
OG0000287	wa7733.asm1v1.ann1.run1_003857_1	Wa8730a001g002010_P001
OG0000288	wa7733.asm1v1.ann1.run1_002610_1	Wa8730a001g001730_P002, Wa8730a001g001730_P001
OG0000288	wa7733.asm1v1.ann1.run1_006507_1	Wa8730a018g003580_P001
OG0000289	wa7733.asm1v1.ann1.run1_010894_1	Wa8730a009g005130_P001
OG0000289	wa7733.asm1v1.ann1.run1_005374_1	Wa8730a014g000260_P001
OG0000289	wa7733.asm1v1.ann1.run1_014588_1	Wa8730a003g008760_P001
OG0000290	wa7733.asm1v1.ann1.run1_006794_1	Wa8730a017g002780_P001
OG0000290	wa7733.asm1v1.ann1.run1_009635_1	Wa8730a013g005960_P001
OG0000291	wa7733.asm1v1.ann1.run1_003037_1	Wa8730a020g001310_P001
OG0000291	wa7733.asm1v1.ann1.run1_003565_1	Wa8730a009g006510_P001
OG0000292	wa7733.asm1v1.ann1.run1_007359_1	Wa8730a003g001430_P001
OG0000292	wa7733.asm1v1.ann1.run1_012596_1	Wa8730a009g006620_P001
OG0000292	wa7733.asm1v1.ann1.run1_000391_1	Wa8730a013g003430_P001
OG0000293	wa7733.asm1v1.ann1.run1_003531_1	Wa8730a009g006950_P002
OG0000293	wa7733.asm1v1.ann1.run1_003531_2	Wa8730a009g006950_P001
OG0000293	wa7733.asm1v1.ann1.run1_003532_1, wa7733.asm1v1.ann1.run1_003532_2	Wa8730a009g006940_P002, Wa8730a009g006940_P001
OG0000294	wa7733.asm1v1.ann1.run1_004581_1	Wa8730a009g003700_P001
OG0000294	wa7733.asm1v1.ann1.run1_005424_1	Wa8730a020g002940_P001
OG0000295	wa7733.asm1v1.ann1.run1_000556_1	Wa8730a007g008030_P001
OG0000295	wa7733.asm1v1.ann1.run1_005441_1, wa7733.asm1v1.ann1.run1_005440_1	Wa8730a020g002770_P001, Wa8730a020g002760_P001
OG0000296	wa7733.asm1v1.ann1.run1_002499_2	Wa8730a020g002300_P001
OG0000296	wa7733.asm1v1.ann1.run1_002499_1	Wa8730a020g002300_P002
OG0000296	wa7733.asm1v1.ann1.run1_012916_1	Wa8730a007g004680_P001
OG0000297	wa7733.asm1v1.ann1.run1_008577_1	Wa8730a020g000600_P001
OG0000297	wa7733.asm1v1.ann1.run1_013781_1, wa7733.asm1v1.ann1.run1_013782_1	Wa8730a016g002890_P001
OG0000298	wa7733.asm1v1.ann1.run1_003007_1	Wa8730a020g000990_P001
OG0000299	wa7733.asm1v1.ann1.run1_002349_1	Wa8730a009g001740_P001
OG0000300	wa7733.asm1v1.ann1.run1_014317_1	Wa8730a019g002230_P001
OG0000300	wa7733.asm1v1.ann1.run1_007532_1	Wa8730a016g003080_P001
OG0000301	wa7733.asm1v1.ann1.run1_012653_1	Wa8730a017g000890_P001
OG0000301	wa7733.asm1v1.ann1.run1_014175_1	Wa8730a011g002660_P001, Wa8730a011g002660_P002
OG0000302	wa7733.asm1v1.ann1.run1_006086_1	Wa8730a017g001090_P001
OG0000302	wa7733.asm1v1.ann1.run1_009690_1	Wa8730a013g001230_P001
OG0000303	wa7733.asm1v1.ann1.run1_013129_1	Wa8730a013g001720_P001
OG0000303	wa7733.asm1v1.ann1.run1_013130_1	Wa8730a013g001710_P001
OG0000304	wa7733.asm1v1.ann1.run1_009185_1	Wa8730a017g002050_P001
OG0000304	wa7733.asm1v1.ann1.run1_001482_1	Wa8730a002g003340_P001
OG0000305	wa7733.asm1v1.ann1.run1_006779_1	Wa8730a017g002920_P001
