Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp7498_pacbio.protein
OG0000826	Wa8730a006g001330_P001	g3230.t1
OG0000826	Wa8730a006g001340_P001	g3231.t1
OG0000827	Wa8730a006g001600_P001	g3241.t1
OG0000828	Wa8730a006g001460_P001, Wa8730a006g001470_P001	g3258.t1
OG0000829	Wa8730a001g006700_P001	g3361.t1, g7972.t1
OG0000830	Wa8730a001g010920_P001, Wa8730a006g002420_P001, Wa8730a001g010960_P001	g3480.t1
OG0000831	Wa8730a001g011910_P001	g3513.t1
OG0000831	Wa8730a019g000400_P001	g8096.t1
OG0000832	Wa8730a001g005880_P001	g3693.t1, g3692.t1, g3694.t1
OG0000833	Wa8730a018g002540_P001	g8363.t1
OG0000834	Wa8730a001g004730_P001	g3866.t1
OG0000835	Wa8730a001g004020_P001, Wa8730a001g004000_P001, Wa8730a001g003990_P001	g3966.t1
OG0000836	Wa8730a018g002510_P001	g8367.t1, g4045.t1
OG0000837	Wa8730a001g003010_P001	g4104.t1, g5589.t1
OG0000838	Wa8730a018g002840_P001	g8323.t1
OG0000838	Wa8730a001g001900_P001	g4232.t1
OG0000840	Wa8730a009g004920_P001	g4593.t1
OG0000841	Wa8730a014g002260_P001	g4612.t1, g10269.t1
OG0000842	Wa8730a009g006020_P001	g8958.t1, g4733.t1
OG0000843	Wa8730a009g006030_P001	g4734.t1, g4735.t1, g4736.t1
OG0000844	Wa8730a014g001020_P001	g10087.t1
OG0000844	Wa8730a009g006400_P001	g4763.t1
OG0000845	Wa8730a020g003160_P001	g5123.t1, g4907.t1, g4909.t1
OG0000846	Wa8730a005g004550_P001	g4917.t1
OG0000847	Wa8730a006g002040_P001, Wa8730a020g002990_P001	g13538.t1, g4943.t1
OG0000848	Wa8730a020g002870_P001, Wa8730a020g002860_P001, Wa8730a020g002840_P001	g4974.t1
OG0000849	Wa8730a020g002750_P001	g4985.t1, g4983.t1
OG0000850	Wa8730a011g000390_P001	g15929.t1
OG0000850	Wa8730a020g002420_P001	g5027.t1
OG0000851	Wa8730a020g001890_P001, Wa8730a020g001920_P001	g5084.t1
OG0000852	Wa8730a007g004320_P001	g11126.t1
OG0000852	Wa8730a020g001730_P001	g5097.t1
OG0000853	Wa8730a020g001870_P001	g5110.t1, g5108.t1
OG0000854	Wa8730a006g003750_P001	g13359.t1, g5113.t1, g5112.t1
OG0000855	Wa8730a020g001510_P001	g5147.t1, g18627.t1
OG0000856	Wa8730a020g001100_P001	g5172.t1
OG0000857	Wa8730a001g005900_P001	g5732.t1, g13193.t1, g5178.t1
OG0000858	Wa8730a007g000620_P001	g13220.t1
OG0000858	Wa8730a020g000190_P001	g5192.t1
OG0000859	Wa8730a007g007880_P001	g11638.t1
OG0000859	Wa8730a012g000310_P001	g5261.t1
OG0000860	Wa8730a007g008330_P001	g11701.t1, g5278.t1
OG0000861	Wa8730a020g001020_P001	g5299.t1
OG0000861	Wa8730a007g000160_P001	g13137.t1
OG0000862	Wa8730a018g003850_P001	g8229.t1
OG0000862	Wa8730a009g004170_P001	g5380.t1
OG0000863	Wa8730a009g002050_P001	g9036.t1, g5542.t1
OG0000864	Wa8730a009g002090_P001	g5545.t1
OG0000864	Wa8730a006g006260_P001	g10467.t1
OG0000865	Wa8730a020g001490_P001	g8414.t1
OG0000865	Wa8730a009g000630_P001	g5800.t1
OG0000866	Wa8730a001g010910_P001, Wa8730a019g000750_P001	g5807.t1
OG0000867	Wa8730a013g000610_P001	g11817.t1, g5923.t1
OG0000868	Wa8730a020g002210_P001	g5991.t1, g18583.t1
OG0000869	Wa8730a017g001140_P001	g6042.t1, g6037.t1
OG0000870	Wa8730a014g004410_P001	g6056.t1, g9751.t1, g9752.t1
OG0000871	Wa8730a002g002000_P001	g6096.t1, g18415.t1
OG0000872	Wa8730a017g002040_P001, Wa8730a017g002030_P001, Wa8730a017g002020_P001	g6152.t1
OG0000873	Wa8730a017g002300_P001	g6185.t1, g6186.t1
OG0000874	Wa8730a013g003440_P001, Wa8730a002g005190_P001	g6221.t1
OG0000875	Wa8730a006g000520_P001, Wa8730a006g000450_P001	g6253.t1, g12805.t1
OG0000876	Wa8730a017g002860_P001, Wa8730a003g000670_P002, Wa8730a003g000670_P001	g6255.t1
OG0000877	Wa8730a017g003010_P001	g6269.t1
OG0000878	Wa8730a017g003120_P001	g6277.t1
OG0000878	Wa8730a014g006190_P001	g9493.t1
OG0000879	Wa8730a017g003190_P001	g6289.t1
OG0000880	Wa8730a017g003240_P001, Wa8730a002g006620_P001	g6297.t1
OG0000881	Wa8730a002g008540_P001	g17608.t1
OG0000881	Wa8730a017g003480_P001	g6331.t1
OG0000882	Wa8730a002g008940_P001	g17381.t1, g6378.t1
OG0000883	Wa8730a002g000080_P001, Wa8730a019g003870_P001	g6449.t1
OG0000884	Wa8730a005g004250_P003, Wa8730a005g004250_P001, Wa8730a005g004250_P002	g6471.t1
OG0000885	Wa8730a006g000840_P001, Wa8730a006g000850_P001	g6524.t1
OG0000886	Wa8730a010g003270_P001	g6619.t1, g6622.t1
OG0000887	Wa8730a010g003020_P001	g6653.t1
OG0000888	Wa8730a010g002900_P001	g6669.t1
OG0000889	Wa8730a004g006710_P001	g8973.t1
OG0000889	Wa8730a010g002470_P001	g6714.t1
OG0000890	Wa8730a010g002140_P001, Wa8730a010g002150_P001, Wa8730a010g002130_P001	g6742.t1
OG0000891	Wa8730a010g002110_P001	g6743.t1
OG0000892	Wa8730a003g006280_P001	g14649.t1, g7101.t1, g16381.t1
OG0000893	Wa8730a010g004070_P001	g7144.t1
OG0000894	Wa8730a010g004200_P001, Wa8730a010g004190_P001, Wa8730a010g004180_P001	g7162.t1
OG0000895	Wa8730a010g005200_P002, Wa8730a010g005200_P001, Wa8730a010g005210_P002, Wa8730a010g005210_P001	g7306.t1
OG0000896	Wa8730a015g002800_P001	g13992.t1
OG0000896	Wa8730a010g005370_P001	g7322.t1
OG0000897	Wa8730a010g005570_P001, Wa8730a010g005540_P001	g7352.t1
OG0000898	Wa8730a001g007300_P001	g18749.t1
OG0000899	Wa8730a010g006150_P001	g7489.t1
OG0000900	Wa8730a010g006240_P001	g7500.t1
OG0000901	Wa8730a019g003370_P001	g7620.t1
OG0000902	Wa8730a019g003620_P001, Wa8730a019g003630_P001	g7644.t1
OG0000903	Wa8730a019g003150_P001	g7667.t1
OG0000904	Wa8730a019g000330_P001	g8102.t1
OG0000905	Wa8730a018g000920_P001, Wa8730a018g000930_P001	g8642.t1
OG0000906	Wa8730a006g004920_P001, Wa8730a006g004890_P001	g8805.t1, g10608.t1
OG0000908	Wa8730a004g007810_P001	g8835.t1, g8839.t1
OG0000909	Wa8730a004g007200_P001, Wa8730a004g007170_P001	g8956.t1
OG0000910	Wa8730a004g006440_P001, Wa8730a004g006430_P001, Wa8730a004g006420_P001	g9004.t1
OG0000911	Wa8730a004g007260_P001, Wa8730a001g002240_P001, Wa8730a004g007260_P002	g9041.t1
OG0000912	Wa8730a010g003090_P001, Wa8730a010g003090_P002	g9055.t1
OG0000913	Wa8730a004g006300_P001, Wa8730a004g006320_P001, Wa8730a004g006340_P001	g9065.t1
OG0000914	Wa8730a008g004460_P001	g12748.t1
OG0000915	Wa8730a006g000380_P001	g9265.t1
OG0000916	Wa8730a014g007240_P001	g9348.t1
OG0000916	Wa8730a013g005220_P001	g12413.t1
OG0000917	Wa8730a014g006470_P001	g9443.t1, g9442.t1
OG0000918	Wa8730a014g004900_P001	g9537.t1
OG0000918	Wa8730a007g008750_P001	g11609.t1
OG0000919	Wa8730a002g003510_P001	g18205.t1
OG0000919	Wa8730a014g005170_P001	g9630.t1
OG0000920	Wa8730a005g003170_P001	g9649.t1, g18231.t1
OG0000921	Wa8730a014g004050_P002, Wa8730a014g004050_P001	g9801.t1
OG0000922	Wa8730a013g001090_P001	g11889.t1
OG0000923	Wa8730a011g001060_P001	g15878.t1
OG0000923	Wa8730a014g003440_P001	g9884.t1
OG0000924	Wa8730a014g003110_P001	g9932.t1
OG0000925	Wa8730a003g008840_P001	g9962.t1, g16036.t1
OG0000926	Wa8730a003g002970_P001	g16824.t1, g10111.t1
OG0000927	Wa8730a003g003960_P001, Wa8730a003g003970_P001	g16690.t1, g10129.t1
OG0000928	Wa8730a014g002190_P001	g10275.t1
OG0000929	Wa8730a014g002410_P001	g16111.t1, g11879.t1, g10283.t1
OG0000930	Wa8730a006g007320_P001	g10318.t1, g10317.t1
OG0000931	Wa8730a012g003540_P001, Wa8730a012g003550_P001	g10333.t1
OG0000932	Wa8730a012g003970_P001, Wa8730a012g003980_P001	g10399.t1
OG0000933	Wa8730a016g002960_P001	g14839.t1
OG0000933	Wa8730a006g006630_P001	g10418.t1
OG0000934	Wa8730a006g005860_P001, Wa8730a006g005860_P002, Wa8730a006g005860_P003	g10492.t1
OG0000935	Wa8730a019g001930_P001	g10535.t1
OG0000936	Wa8730a006g004800_P001	g10598.t1
OG0000937	Wa8730a006g005460_P001	g10661.t1
OG0000938	Wa8730a007g002920_P001	g10962.t1
OG0000939	Wa8730a012g002110_P001, Wa8730a012g002110_P002	g10999.t1
OG0000940	Wa8730a007g003960_P001	g11065.t1
OG0000940	Wa8730a007g003950_P001	g11064.t1
OG0000941	Wa8730a007g004830_P001, Wa8730a007g004800_P001	g11205.t1, g11204.t1
OG0000942	Wa8730a006g004260_P001, Wa8730a007g005440_P001	g11292.t1
OG0000943	Wa8730a007g005530_P001	g13292.t1, g11298.t1
OG0000944	Wa8730a007g005520_P001	g13290.t1
OG0000945	Wa8730a006g004430_P001	g11346.t1, g13267.t1
OG0000946	Wa8730a007g006670_P001, Wa8730a007g006660_P001, Wa8730a007g006520_P001	g11424.t1
OG0000947	Wa8730a007g007610_P001, Wa8730a007g007600_P001	g11557.t1
OG0000948	Wa8730a007g008800_P001	g11736.t1
OG0000949	Wa8730a011g001880_P001	g15795.t1
OG0000950	Wa8730a013g002220_P001	g11978.t1
OG0000950	Wa8730a013g002210_P001	g11979.t1
OG0000951	Wa8730a002g001360_P001	g18440.t1
OG0000952	Wa8730a013g003120_P001, Wa8730a013g003110_P001	g12192.t1
OG0000953	Wa8730a013g004350_P001, Wa8730a013g004380_P001	g12316.t1
OG0000954	Wa8730a007g008020_P001	g14643.t1, g12372.t1
OG0000955	Wa8730a006g002880_P001	g13433.t1
OG0000956	Wa8730a013g005970_P001	g12510.t1
OG0000957	Wa8730a008g005780_P001, Wa8730a008g005650_P001	g12668.t1, g12692.t1
OG0000958	Wa8730a008g004630_P001	g12738.t1
OG0000958	Wa8730a008g004620_P001	g12739.t1
OG0000959	Wa8730a008g004440_P001, Wa8730a008g004520_P001	g12756.t1
OG0000960	Wa8730a011g003460_P001	g15561.t1, g12773.t1
OG0000961	Wa8730a016g004850_P001	g12862.t1, g15127.t1
OG0000962	Wa8730a008g004380_P002, Wa8730a008g004380_P001	g12925.t1
OG0000963	Wa8730a011g002750_P001	g15657.t1
OG0000963	Wa8730a008g004050_P001	g12927.t1
OG0000964	Wa8730a008g003980_P002, Wa8730a008g003980_P001, Wa8730a008g003970_P001	g12960.t1
OG0000965	Wa8730a008g003430_P001	g13005.t1, g12998.t1, g12997.t1, g18191.t1
OG0000966	Wa8730a008g002670_P002, Wa8730a008g002670_P001	g13085.t1, g15565.t1
OG0000967	Wa8730a007g000650_P001	g13190.t1, g13191.t1
OG0000968	Wa8730a006g003980_P001	g13345.t1
OG0000969	Wa8730a006g002650_P003, Wa8730a006g002650_P001, Wa8730a006g002650_P002	g13447.t1
OG0000970	Wa8730a006g002490_P001	g13467.t1
OG0000971	Wa8730a006g002270_P001, Wa8730a005g003950_P002, Wa8730a005g003950_P001	g13501.t1
OG0000972	Wa8730a006g001060_P001	g13607.t1, g13606.t1
OG0000973	Wa8730a015g004920_P001	g15476.t1
OG0000974	Wa8730a015g004420_P001	g19060.t1, g13739.t1
OG0000975	Wa8730a015g004310_P001	g13774.t1
OG0000975	Wa8730a011g004400_P001	g15419.t1
OG0000976	Wa8730a015g003370_P002, Wa8730a015g003370_P001	g13856.t1
OG0000977	Wa8730a001g008580_P001	g18878.t1, g18919.t1
OG0000977	Wa8730a015g002690_P001	g13957.t1
OG0000978	Wa8730a015g001200_P001	g14131.t1
OG0000978	Wa8730a011g005490_P001	g15261.t1
OG0000979	Wa8730a015g001440_P001	g14169.t1, g14164.t1, g14163.t1
OG0000980	Wa8730a010g005700_P001, Wa8730a015g001040_P002, Wa8730a015g001040_P001	g14205.t1
OG0000981	Wa8730a015g001070_P002, Wa8730a015g001070_P001, Wa8730a015g001070_P003	g14225.t1
OG0000982	Wa8730a015g000070_P001, Wa8730a015g000400_P001, Wa8730a015g000050_P002, Wa8730a015g000050_P001	g14336.t1
OG0000983	Wa8730a011g003900_P001	g15477.t1
OG0000983	Wa8730a015g005330_P001	g14349.t1
OG0000984	Wa8730a001g010260_P001	g15548.t1, g14427.t1, g19181.t1
OG0000985	Wa8730a015g005940_P001, Wa8730a015g005950_P001	g14437.t1
OG0000986	Wa8730a004g000010_P001, Wa8730a016g000760_P001, Wa8730a016g000770_P001	g14536.t1
OG0000987	Wa8730a016g001870_P001, Wa8730a016g001870_P002, Wa8730a006g006110_P001	g14684.t1
OG0000988	Wa8730a003g005790_P001	g14774.t1, g16442.t1
OG0000989	Wa8730a016g002680_P001	g14913.t1, g14915.t1
OG0000990	Wa8730a016g003580_P001, Wa8730a016g003600_P001	g14920.t1, g14919.t1
OG0000991	Wa8730a016g003740_P001	g14948.t1, g14951.t1
OG0000992	Wa8730a016g004310_P001, Wa8730a016g004310_P002	g15027.t1
OG0000993	Wa8730a016g004500_P001	g15065.t1
OG0000994	Wa8730a016g004600_P001	g15072.t1
OG0000994	Wa8730a016g004610_P001	g15071.t1
OG0000995	Wa8730a016g000960_P001	g15356.t1, g18875.t1, g18916.t1
OG0000996	Wa8730a011g004480_P002, Wa8730a011g004480_P001	g15407.t1
OG0000997	Wa8730a001g009770_P001	g15459.t1
OG0000998	Wa8730a012g001270_P001, Wa8730a011g003530_P001	g15540.t1
OG0000999	Wa8730a011g001800_P001	g15765.t1
OG0001000	Wa8730a011g001870_P001	g15789.t1, g15790.t1, g15792.t1
OG0001001	Wa8730a020g001350_P001, Wa8730a020g001340_P001	g15866.t1
OG0001002	Wa8730a011g000480_P001	g15945.t1
OG0001002	Wa8730a011g000490_P001	g15944.t1
OG0001003	Wa8730a003g008420_P001	g16070.t1, g16072.t1
OG0001004	Wa8730a003g007070_P001	g16198.t1
OG0001005	Wa8730a011g001290_P001	g16402.t1
OG0001006	Wa8730a003g005860_P001	g16418.t1
OG0001007	Wa8730a003g005330_P001	g16507.t1, g16502.t1, g16505.t1
OG0001008	Wa8730a003g003910_P001, Wa8730a003g003160_P001, Wa8730a003g003950_P001	g16692.t1
OG0001009	Wa8730a003g003700_P001	g16751.t1
OG0001010	Wa8730a003g003000_P001	g16822.t1
OG0001010	Wa8730a003g002990_P001	g16823.t1
OG0001011	Wa8730a003g001690_P001, Wa8730a004g000030_P001, Wa8730a016g000700_P001	g17020.t1
OG0001012	Wa8730a003g004690_P001	g17026.t1, g17027.t1, g17028.t1
OG0001013	Wa8730a003g000230_P001	g17153.t1, g17257.t1
OG0001014	Wa8730a004g003210_P001	g17154.t1, g17258.t1
OG0001015	Wa8730a003g000610_P001	g17203.t1
OG0001016	Wa8730a003g000620_P002, Wa8730a003g000620_P001	g17204.t1
OG0001017	Wa8730a003g000560_P002	g17217.t1
OG0001018	Wa8730a010g001310_P001, Wa8730a010g001300_P001, Wa8730a003g000360_P001	g17246.t1
OG0001019	Wa8730a002g007640_P001	g17689.t1
OG0001020	Wa8730a002g005830_P001, Wa8730a002g005820_P001, Wa8730a002g005800_P001	g17907.t1
OG0001021	Wa8730a014g005890_P001, Wa8730a014g005880_P001	g17993.t1
OG0001022	Wa8730a002g003920_P001, Wa8730a002g004380_P001, Wa8730a002g004370_P001	g18084.t1
OG0001023	Wa8730a002g003320_P001	g18220.t1
OG0001024	Wa8730a002g003370_P002, Wa8730a002g003370_P001	g18229.t1
OG0001025	Wa8730a002g002780_P001, Wa8730a001g002170_P001	g18297.t1
OG0001026	Wa8730a002g002400_P001	g18357.t1, g18353.t1
OG0001029	Wa8730a002g000750_P001	g18598.t1
OG0001030	Wa8730a002g000400_P001, Wa8730a002g000370_P001	g18640.t1
OG0001031	Wa8730a001g007710_P001, Wa8730a001g007690_P001	g18719.t1
OG0001032	Wa8730a001g008110_P001	g18833.t1, g18835.t1
OG0001033	Wa8730a001g008640_P001	g18922.t1, g18881.t1
OG0001034	Wa8730a001g009230_P001, Wa8730a012g001240_P001	g19013.t1, g19012.t1
OG0001035	Wa8730a001g009450_P001	g19040.t1
OG0001035	Wa8730a001g009440_P001	g19039.t1
OG0001036	Wa8730a001g009750_P001, Wa8730a001g009740_P001	g19089.t1
OG0001037	Wa8730a001g010200_P001	g19173.t1, g19172.t1
OG0001049	Wa8730a004g004390_P001	g9.t1, g17628.t1
OG0001050	Wa8730a008g004320_P001	g12865.t1, g19.t1
OG0001051	Wa8730a004g004320_P001, Wa8730a004g004330_P001	g20.t1
OG0001052	Wa8730a004g004690_P001	g36.t1, g12799.t1
OG0001053	Wa8730a004g005090_P001	g6467.t1, g97.t1
OG0001054	Wa8730a008g004230_P001	g122.t1, g118.t1
OG0001055	Wa8730a001g006850_P001	g3369.t1, g127.t1
OG0001056	Wa8730a004g004420_P001	g145.t1, g150.t1
OG0001057	Wa8730a004g004540_P001, Wa8730a006g001120_P001	g157.t1
OG0001058	Wa8730a004g004560_P001	g13817.t1, g168.t1
OG0001059	Wa8730a004g004500_P001	g169.t1
OG0001060	Wa8730a004g004210_P001	g15600.t1, g180.t1
OG0001061	Wa8730a008g003600_P001	g196.t1
OG0001062	Wa8730a007g001250_P001	g226.t1, g13248.t1
OG0001063	Wa8730a020g002970_P001	g234.t1, g4937.t1
OG0001064	Wa8730a004g003870_P001	g236.t1, g237.t1
OG0001065	Wa8730a004g003860_P001, Wa8730a004g003860_P002	g240.t1
OG0001066	Wa8730a006g001690_P001	g13579.t1
OG0001067	Wa8730a004g003710_P001, Wa8730a004g003760_P001	g253.t1
OG0001068	Wa8730a004g003690_P001	g261.t1, g13107.t1
OG0001069	Wa8730a004g003570_P001	g268.t1, g270.t1
OG0001070	Wa8730a004g003510_P001	g287.t1, g895.t1
OG0001071	Wa8730a004g003490_P001	g290.t1, g291.t1
OG0001072	Wa8730a004g008760_P001	g296.t1, g19240.t1
OG0001073	Wa8730a005g000420_P001	g309.t1, g928.t1
OG0001074	Wa8730a005g000490_P001	g310.t1, g932.t1
OG0001075	Wa8730a004g003320_P001	g934.t1, g314.t1
OG0001076	Wa8730a005g001450_P001	g333.t1, g1063.t1
OG0001077	Wa8730a004g002960_P002, Wa8730a004g002960_P003, Wa8730a004g002960_P001	g346.t1
OG0001078	Wa8730a004g002950_P001	g353.t1, g352.t1
OG0001079	Wa8730a005g002090_P001	g1134.t1, g372.t1
OG0001080	Wa8730a004g002720_P001	g382.t1
OG0001081	Wa8730a004g002000_P001	g1207.t1, g392.t1
OG0001082	Wa8730a004g001980_P001	g445.t1, g6845.t1
OG0001083	Wa8730a004g002090_P001	g456.t1, g457.t1
OG0001084	Wa8730a004g006900_P001	g8926.t1, g502.t1
OG0001085	Wa8730a004g000850_P001	g540.t1
OG0001086	Wa8730a005g006330_P001	g1697.t1, g546.t1
OG0001087	Wa8730a004g001160_P001, Wa8730a004g001170_P001	g582.t1
OG0001088	Wa8730a005g007030_P001	g585.t1, g1790.t1
OG0001089	Wa8730a017g003850_P001, Wa8730a011g000470_P001	g627.t1
OG0001091	Wa8730a017g003960_P001	g644.t1
OG0001092	Wa8730a017g004190_P001	g674.t1
OG0001093	Wa8730a017g004100_P002, Wa8730a017g004100_P001	g688.t1
OG0001094	Wa8730a017g004090_P001	g689.t1, g6550.t1
OG0001095	Wa8730a017g004420_P001	g709.t1, g6562.t1
OG0001096	Wa8730a017g004710_P001	g18697.t1, g745.t1
OG0001097	Wa8730a017g004690_P001	g748.t1, g18698.t1
OG0001098	Wa8730a001g010330_P001	g19197.t1, g782.t1
OG0001099	Wa8730a014g003200_P001	g791.t1, g19357.t1, g9942.t1
OG0001101	Wa8730a014g000010_P001	g17288.t1, g811.t1
OG0001102	Wa8730a003g000120_P001	g17273.t1, g824.t1
OG0001103	Wa8730a014g000210_P001	g842.t1, g843.t1, g845.t1
OG0001104	Wa8730a019g000080_P001	g6437.t1, g855.t1
OG0001105	Wa8730a005g000050_P001, Wa8730a005g000050_P002	g864.t1
OG0001106	Wa8730a005g000310_P001	g899.t1, g2570.t1
OG0001107	Wa8730a006g007420_P001, Wa8730a005g000240_P001	g913.t1
OG0001108	Wa8730a005g000530_P001	g939.t1, g938.t1
OG0001109	Wa8730a005g000570_P001	g944.t1, g7047.t1
OG0001110	Wa8730a016g002660_P001	g957.t1, g14798.t1
OG0001111	Wa8730a010g000390_P001	g6994.t1, g968.t1
OG0001112	Wa8730a010g000460_P001	g7002.t1, g998.t1
OG0001113	Wa8730a005g001160_P001	g1028.t1
OG0001114	Wa8730a010g000490_P001	g6988.t1, g1043.t1
OG0001115	Wa8730a005g002510_P001	g1095.t1, g1229.t1
OG0001116	Wa8730a004g008110_P001	g1097.t1, g19327.t1
OG0001118	Wa8730a005g002100_P001	g1132.t1, g10260.t1
OG0001119	Wa8730a005g002390_P002, Wa8730a005g002390_P001	g1173.t1
OG0001120	Wa8730a005g002410_P001	g6902.t1, g1188.t1
OG0001121	Wa8730a005g002860_P001, Wa8730a005g002800_P001	g1238.t1
OG0001122	Wa8730a005g003030_P001	g6868.t1, g1264.t1
OG0001123	Wa8730a005g003040_P001	g1270.t1, g1275.t1
OG0001124	Wa8730a016g004670_P001	g15093.t1, g1342.t1
OG0001126	Wa8730a005g003770_P002, Wa8730a005g003770_P001	g1351.t1
OG0001127	Wa8730a004g007390_P001	g1352.t1, g8879.t1
OG0001128	Wa8730a005g003800_P001, Wa8730a005g003800_P002	g1354.t1
OG0001129	Wa8730a004g007370_P001	g8884.t1, g1363.t1
OG0001130	Wa8730a010g001690_P001	g1368.t1, g6840.t1
OG0001131	Wa8730a004g007360_P001	g8891.t1, g1418.t1
OG0001132	Wa8730a005g004170_P001	g9490.t1, g1426.t1
OG0001133	Wa8730a005g004450_P001	g1454.t1, g6803.t1
OG0001134	Wa8730a005g004270_P001	g1471.t1, g6799.t1
OG0001135	Wa8730a010g002400_P001	g1486.t1, g6797.t1
OG0001136	Wa8730a005g005020_P001, Wa8730a005g004970_P001	g1490.t1
OG0001137	Wa8730a005g004810_P001	g1522.t1, g14329.t1
OG0001138	Wa8730a005g005150_P001	g1554.t1, g1550.t1
OG0001139	Wa8730a005g005260_P001	g8934.t1, g1558.t1
OG0001140	Wa8730a005g005300_P001	g1569.t1, g6754.t1
OG0001141	Wa8730a005g005360_P001, Wa8730a010g002220_P001	g1577.t1
OG0001142	Wa8730a010g002420_P001	g6709.t1, g1680.t1
OG0001143	Wa8730a002g000730_P001	g1713.t1, g18589.t1
OG0001144	Wa8730a005g006590_P001	g6679.t1, g1727.t1
OG0001145	Wa8730a005g006680_P001	g1743.t1, g5421.t1
OG0001146	Wa8730a005g006930_P001	g6658.t1, g1764.t1
OG0001147	Wa8730a005g007090_P001	g7999.t1, g1781.t1
OG0001148	Wa8730a005g007160_P001	g6635.t1, g1816.t1
OG0001149	Wa8730a002g005330_P001	g17964.t1, g1838.t1
OG0001150	Wa8730a001g011420_P001	g1887.t1, g8060.t1
OG0001151	Wa8730a005g007590_P001	g1943.t1, g11704.t1
OG0001152	Wa8730a005g007430_P001	g1954.t1, g1948.t1
OG0001153	Wa8730a005g007980_P001	g1968.t1, g6602.t1
OG0001154	Wa8730a005g007630_P002, Wa8730a005g007630_P001	g2007.t1
OG0001155	Wa8730a005g007440_P001, Wa8730a005g007500_P001	g2013.t1
OG0001156	Wa8730a005g008470_P001	g6559.t1, g2079.t1
OG0001157	Wa8730a008g000330_P001, Wa8730a008g000340_P001	g2138.t1
OG0001158	Wa8730a008g000230_P001	g2167.t1, g10295.t1
OG0001159	Wa8730a008g001150_P001	g2229.t1, g16595.t1
OG0001160	Wa8730a008g001410_P002, Wa8730a008g001410_P001	g2235.t1
OG0001161	Wa8730a003g004390_P001	g2246.t1, g16636.t1
OG0001162	Wa8730a008g001310_P001	g16674.t1, g2254.t1
OG0001163	Wa8730a008g001730_P001	g2264.t1
OG0001164	Wa8730a008g001700_P001	g2280.t1
OG0001164	Wa8730a008g001640_P001	g2282.t1
OG0001165	Wa8730a002g004990_P001, Wa8730a008g001620_P001	g2284.t1
OG0001166	Wa8730a008g001500_P002, Wa8730a008g001500_P001	g2310.t1
OG0001167	Wa8730a009g007180_P001	g2331.t1, g4874.t1
OG0001168	Wa8730a008g002000_P001	g4722.t1, g2337.t1
OG0001169	Wa8730a008g002270_P002, Wa8730a008g002200_P001, Wa8730a008g002270_P001	g2344.t1
OG0001170	Wa8730a008g002170_P001	g2346.t1, g17093.t1
OG0001171	Wa8730a008g002130_P001	g2352.t1, g17105.t1
OG0001172	Wa8730a008g002390_P001, Wa8730a008g002360_P001	g2381.t1
OG0001173	Wa8730a003g000780_P001	g17174.t1, g2389.t1
OG0001174	Wa8730a009g006960_P001	g4844.t1, g2409.t1
OG0001175	Wa8730a015g001540_P001	g2417.t1, g14193.t1
OG0001176	Wa8730a007g008930_P001	g11763.t1, g2458.t1
OG0001177	Wa8730a012g001430_P001	g2473.t1, g11241.t1
OG0001178	Wa8730a012g000220_P001, Wa8730a012g000210_P001	g2474.t1
OG0001179	Wa8730a012g000200_P001	g2476.t1, g5298.t1
OG0001180	Wa8730a012g000130_P001	g2488.t1
OG0001181	Wa8730a012g000330_P001	g2493.t1, g18511.t1
OG0001182	Wa8730a007g008530_P001	g11665.t1
OG0001182	Wa8730a012g000370_P001	g2506.t1
OG0001183	Wa8730a007g007570_P001	g2527.t1, g11548.t1
OG0001184	Wa8730a012g000570_P001	g13200.t1, g2534.t1
OG0001185	Wa8730a012g000800_P001	g13221.t1, g2559.t1
OG0001186	Wa8730a012g000810_P001, Wa8730a012g000710_P001	g2560.t1
OG0001187	Wa8730a012g000880_P002, Wa8730a012g000880_P001	g2580.t1
OG0001188	Wa8730a007g006370_P001	g11376.t1, g2612.t1
OG0001189	Wa8730a012g001370_P003, Wa8730a012g001370_P002, Wa8730a012g001370_P001	g2627.t1
OG0001190	Wa8730a012g001670_P001	g2636.t1
OG0001191	Wa8730a012g001880_P001	g2680.t1
OG0001192	Wa8730a012g001930_P001	g2692.t1
OG0001193	Wa8730a012g002090_P001	g11072.t1, g2707.t1
OG0001194	Wa8730a007g003830_P001	g11049.t1, g2716.t1
OG0001195	Wa8730a012g002210_P001	g2736.t1, g13369.t1
OG0001196	Wa8730a001g012580_P001	g2755.t1, g3609.t1
OG0001197	Wa8730a007g003480_P001	g2764.t1, g10904.t1
OG0001198	Wa8730a012g002520_P001	g2766.t1, g2765.t1
OG0001199	Wa8730a012g002560_P002, Wa8730a012g002560_P001	g2771.t1
OG0001200	Wa8730a006g003150_P001	g13412.t1, g2775.t1
OG0001201	Wa8730a006g001720_P001, Wa8730a020g003080_P001	g2861.t1
OG0001202	Wa8730a012g002760_P001, Wa8730a015g004700_P001	g2862.t1
OG0001203	Wa8730a012g003370_P001	g2898.t1, g10703.t1
OG0001204	Wa8730a012g003420_P001	g13559.t1, g2900.t1
OG0001205	Wa8730a012g003760_P001	g10381.t1, g2948.t1
OG0001206	Wa8730a012g003850_P001, Wa8730a012g003840_P001	g2958.t1
OG0001207	Wa8730a017g000340_P001	g9187.t1, g2969.t1
OG0001208	Wa8730a012g004180_P002, Wa8730a012g004180_P001	g2986.t1
